date,VN30,VNAllshare,VNMidcap,VNSmallcap
2020-12-28,1054.23,1016.06,1245.4,1055.81
2020-12-29,1058.39,1022.61,1257.41,1066.96
2020-12-30,1059.16,1022.93,1252.37,1066.58
2020-12-31,1070.77,1032.41,1265.67,1075.41
2021-01-04,1091.87,1052.2,1294.87,1097.97
2021-01-05,1104.3,1065.34,1308.05,1107.52
2021-01-06,1113.72,1071.18,1307.23,1110.75
2021-01-07,1130.59,1086.26,1330.23,1123.46
2021-01-08,1147.86,1101.14,1337.14,1133.95
2021-01-11,1163.4,1118.27,1349.91,1148.45
2021-01-12,1169.03,1125.69,1369.84,1163.92
2021-01-13,1164.57,1119.08,1361.67,1165.07
2021-01-14,1168.99,1123.81,1377.66,1176.68
2021-01-15,1182.2,1136.36,1392.58,1190.99
2021-01-18,1173.34,1132.46,1406.88,1198.51
2021-01-19,1107.32,1072.63,1345.25,1143.1
2021-01-20,1116.21,1077.74,1339.86,1133.02
2021-01-21,1151.3,1109.72,1383.57,1168.07
2021-01-22,1156.58,1114.87,1398.97,1166.98
2021-01-25,1154.29,1116.85,1421.8,1171.87
2021-01-26,1125.09,1088.63,1382.81,1141.64
2021-01-27,1083.63,1049.02,1332.28,1100.73
2021-01-28,1010.75,979.3,1247.41,1034.81
2021-01-29,1048.31,1014.95,1279.6,1051.01
2021-02-01,1029.86,992.91,1238.38,1015.52
2021-02-02,1079.7,1034.97,1261.19,1026.13
2021-02-03,1117.98,1070.77,1308.59,1059.86
2021-02-04,1117.74,1071.38,1318.64,1066.43
2021-02-05,1135.5,1087.52,1334.54,1082.56
2021-02-08,1092.59,1047.03,1291.73,1059.29
2021-02-09,1129.49,1079.88,1321.59,1081.57
2021-02-17,1174.91,1122.39,1379.59,1119.54
2021-02-18,1187.94,1136.41,1401.99,1130.09
2021-02-19,1180.59,1131.28,1402.45,1135.57
2021-02-22,1180.55,1132.33,1401.01,1142.77
2021-02-23,1182.47,1132.88,1392.97,1150.33
2021-02-24,1167.18,1118.06,1375.34,1140.79
2021-02-25,1169.82,1120.33,1376.75,1145.3
2021-02-26,1173.6,1124.14,1384.59,1157.58
2021-03-01,1191.83,1142.43,1415.12,1184.59
2021-03-02,1194.71,1143.94,1409.9,1193.31
2021-03-03,1195.6,1145.68,1415.69,1212.34
2021-03-04,1174.29,1127.25,1395.31,1198.05
2021-03-05,1173.83,1127.06,1397.41,1208.32
2021-03-08,1170.0,1127.2,1411.53,1231.51
2021-03-09,1163.0,1122.81,1416.15,1237.62
2021-03-10,1172.26,1131.81,1427.2,1240.09
2021-03-11,1188.71,1145.02,1439.0,1249.04
2021-03-12,1187.81,1144.41,1438.22,1251.27
2021-03-15,1190.86,1148.01,1443.46,1267.73
2021-03-16,1187.84,1146.31,1446.41,1272.76
2021-03-17,1193.45,1149.73,1446.13,1276.46
2021-03-18,1211.54,1164.97,1460.46,1279.79
2021-03-19,1203.36,1161.8,1475.68,1285.54
2021-03-22,1198.54,1158.64,1470.9,1296.41
2021-03-23,1186.98,1147.23,1453.42,1283.9
2021-03-24,1165.61,1126.88,1419.09,1260.38
2021-03-25,1164.64,1126.7,1418.62,1257.69
2021-03-26,1167.19,1127.53,1414.33,1251.03
2021-03-29,1180.07,1141.72,1437.98,1280.34
2021-03-30,1190.86,1153.87,1458.74,1291.12
2021-03-31,1196.24,1158.99,1462.87,1299.86
2021-04-01,1226.16,1185.2,1482.72,1309.32
2021-04-02,1238.03,1194.53,1487.64,1311.32
2021-04-05,1249.9,1204.49,1495.87,1312.54
2021-04-06,1255.36,1209.86,1500.01,1315.31
2021-04-07,1257.77,1213.77,1512.75,1328.86
2021-04-08,1251.81,1209.11,1517.09,1326.85
2021-04-09,1253.26,1210.31,1520.32,1333.25
2021-04-12,1278.19,1234.51,1543.04,1349.41
2021-04-13,1277.35,1233.54,1518.55,1335.04
2021-04-14,1290.77,1245.07,1539.27,1352.56
2021-04-15,1284.2,1239.94,1533.11,1348.89
2021-04-16,1276.87,1231.94,1515.25,1327.64
2021-04-19,1306.22,1255.55,1532.45,1341.34
2021-04-20,1312.68,1259.3,1520.51,1333.76
2021-04-22,1271.53,1217.03,1455.83,1294.45
2021-04-23,1301.39,1243.49,1491.74,1310.63
2021-04-26,1275.04,1215.12,1459.96,1280.03
2021-04-27,1283.81,1220.62,1458.46,1276.72
2021-04-28,1294.06,1231.2,1479.48,1291.09
2021-04-29,1312.28,1243.28,1483.59,1289.64
2021-05-04,1328.03,1251.92,1467.95,1282.92
2021-05-05,1346.89,1268.7,1488.86,1300.68
2021-05-06,1344.64,1265.48,1485.43,1293.43
2021-05-07,1340.73,1259.53,1469.85,1283.71
2021-05-10,1370.66,1281.24,1475.43,1282.1
2021-05-11,1359.19,1275.13,1490.47,1291.59
2021-05-12,1380.17,1292.67,1511.22,1309.89
2021-05-13,1370.18,1284.28,1509.11,1306.39
2021-05-14,1380.02,1290.86,1511.91,1305.03
2021-05-17,1371.36,1283.1,1497.09,1297.71
2021-05-18,1378.59,1284.0,1481.82,1296.41
2021-05-19,1401.71,1299.75,1485.85,1289.71
2021-05-20,1424.92,1315.13,1476.66,1281.89
2021-05-21,1425.04,1319.52,1496.83,1298.84
2021-05-24,1430.48,1328.53,1524.87,1316.06
2021-05-25,1444.01,1339.68,1538.01,1322.1
2021-05-26,1455.11,1348.7,1548.69,1316.91
2021-05-27,1437.38,1335.64,1549.69,1307.78
2021-05-28,1458.78,1354.23,1574.7,1321.08
2021-05-31,1474.78,1365.87,1591.03,1323.69
2021-06-01,1482.92,1372.46,1589.81,1318.3
2021-06-02,1478.85,1370.4,1597.94,1330.34
2021-06-03,1504.37,1396.03,1639.84,1363.74
2021-06-04,1508.35,1404.03,1664.93,1374.6
2021-06-07,1484.1,1386.12,1649.12,1361.73
2021-06-08,1438.97,1344.59,1595.28,1331.31
2021-06-09,1457.76,1358.68,1604.12,1335.83
2021-06-10,1451.18,1352.49,1603.59,1336.02
2021-06-11,1487.61,1382.77,1626.36,1360.28
2021-06-14,1495.51,1393.11,1646.12,1368.59
2021-06-15,1487.04,1392.45,1668.28,1378.25
2021-06-16,1465.58,1375.68,1661.63,1384.11
2021-06-17,1461.91,1376.31,1685.98,1397.68
2021-06-18,1481.3,1394.11,1705.13,1415.91
2021-06-21,1478.29,1390.19,1694.92,1414.15
2021-06-22,1489.24,1396.76,1693.88,1405.14
2021-06-23,1489.53,1393.08,1673.97,1389.27
2021-06-24,1486.96,1390.16,1665.64,1378.57
2021-06-25,1500.3,1400.94,1674.89,1389.79
2021-06-28,1521.41,1419.49,1694.77,1404.35
2021-06-29,1529.97,1425.8,1691.9,1396.97
2021-06-30,1529.0,1423.95,1683.89,1392.19
2021-07-01,1545.14,1437.35,1700.93,1400.66
2021-07-02,1554.59,1444.53,1704.68,1407.45
2021-07-05,1557.41,1441.71,1685.02,1394.06
2021-07-06,1488.42,1379.45,1613.93,1346.88
2021-07-07,1538.77,1416.17,1612.48,1347.46
2021-07-08,1521.21,1400.39,1599.36,1344.83
2021-07-09,1494.43,1374.31,1567.33,1317.18
2021-07-12,1443.1,1325.9,1512.14,1259.9
2021-07-13,1440.87,1328.26,1533.03,1274.17
2021-07-14,1410.3,1305.08,1519.08,1264.43
2021-07-15,1430.29,1323.34,1546.06,1285.92
2021-07-16,1438.05,1329.24,1542.86,1291.17
2021-07-19,1374.15,1272.94,1483.69,1246.98
2021-07-20,1411.02,1304.23,1516.43,1271.02
2021-07-21,1406.54,1302.5,1517.67,1274.86
2021-07-22,1428.48,1325.73,1554.89,1299.87
2021-07-23,1401.53,1300.7,1525.48,1287.61
2021-07-26,1403.96,1305.62,1541.41,1298.12
2021-07-27,1409.85,1310.43,1547.36,1304.43
2021-07-28,1407.5,1308.02,1544.58,1300.12
2021-07-29,1427.55,1325.92,1566.97,1313.67
2021-07-30,1447.23,1343.9,1589.25,1326.33
2021-08-02,1448.21,1345.17,1586.36,1345.29
2021-08-03,1469.87,1364.24,1597.69,1364.32
2021-08-04,1472.2,1368.12,1608.29,1376.69
2021-08-05,1486.46,1382.16,1629.68,1390.14
2021-08-06,1476.79,1375.37,1624.43,1396.75
2021-08-09,1497.83,1396.5,1652.91,1428.32
2021-08-10,1494.41,1396.92,1663.31,1445.79
2021-08-11,1487.91,1390.83,1653.5,1452.69
2021-08-12,1477.06,1383.69,1650.19,1461.19
2021-08-13,1484.25,1390.75,1657.87,1472.28
2021-08-16,1500.77,1407.77,1687.47,1497.64
2021-08-17,1494.12,1402.6,1687.24,1494.69
2021-08-18,1489.54,1399.18,1686.66,1495.82
2021-08-19,1505.01,1412.24,1689.85,1511.64
2021-08-20,1450.45,1364.07,1639.12,1483.75
2021-08-23,1412.0,1329.65,1595.78,1466.83
2021-08-24,1418.26,1330.49,1584.34,1445.5
2021-08-25,1428.51,1341.24,1603.45,1460.29
2021-08-26,1412.45,1331.93,1609.11,1472.61
2021-08-27,1418.57,1341.88,1633.39,1495.83
2021-08-30,1431.05,1358.95,1671.72,1535.97
2021-08-31,1428.66,1359.37,1680.55,1545.38
2021-09-01,1426.94,1360.42,1684.65,1568.46
2021-09-06,1441.54,1376.71,1707.91,1607.18
2021-09-07,1444.1,1373.26,1690.32,1573.47
2021-09-08,1433.71,1364.45,1684.67,1567.24
2021-09-09,1447.28,1377.22,1699.6,1590.03
2021-09-10,1448.33,1378.75,1698.35,1606.96
2021-09-13,1444.99,1374.0,1679.74,1616.85
2021-09-14,1438.16,1368.03,1666.3,1630.35
2021-09-15,1444.85,1376.6,1682.17,1657.18
2021-09-16,1448.98,1378.8,1684.9,1653.2
2021-09-17,1455.59,1388.72,1709.11,1679.39
2021-09-20,1458.66,1390.17,1708.73,1673.98
2021-09-21,1446.22,1381.9,1710.05,1681.81
2021-09-22,1453.22,1391.45,1727.53,1711.32
2021-09-23,1458.23,1391.75,1714.71,1689.53
2021-09-24,1459.94,1389.19,1702.85,1661.69
2021-09-27,1439.2,1361.72,1645.41,1602.5
2021-09-28,1451.12,1376.04,1674.22,1625.31
2021-09-29,1450.52,1374.75,1667.97,1628.92
2021-09-30,1453.76,1379.12,1672.89,1646.1
2021-10-01,1441.83,1368.34,1657.85,1647.27
2021-10-04,1443.61,1370.92,1658.82,1665.24
2021-10-05,1456.21,1383.42,1676.32,1678.26
2021-10-06,1461.72,1390.43,1684.76,1705.85
2021-10-07,1462.74,1395.1,1699.71,1731.2
2021-10-08,1476.54,1404.6,1702.89,1726.9
2021-10-11,1510.27,1431.4,1722.97,1729.77
2021-10-12,1509.57,1433.19,1731.46,1739.69
2021-10-13,1505.55,1431.25,1733.81,1747.74
2021-10-14,1503.38,1432.78,1746.33,1765.87
2021-10-15,1504.84,1435.01,1750.27,1776.52
2021-10-18,1510.49,1438.36,1746.5,1779.57
2021-10-19,1507.19,1436.37,1745.52,1786.3
2021-10-20,1505.03,1436.32,1748.96,1800.16
2021-10-21,1489.26,1428.66,1761.49,1818.71
2021-10-22,1488.71,1431.5,1776.85,1825.76
2021-10-25,1476.97,1422.05,1766.8,1824.92
2021-10-26,1482.62,1430.25,1785.93,1843.74
2021-10-27,1516.46,1460.48,1815.45,1874.23
2021-10-28,1529.26,1473.3,1833.48,1896.05
2021-10-29,1532.35,1477.13,1831.69,1916.89
2021-11-01,1516.75,1471.83,1855.24,1939.73
2021-11-02,1521.35,1484.98,1900.49,1980.16
2021-11-03,1530.65,1481.31,1869.26,1907.66
2021-11-04,1528.21,1484.57,1890.75,1930.08
2021-11-05,1531.76,1491.81,1913.0,1951.59
2021-11-08,1535.66,1501.47,1946.92,1973.66
2021-11-09,1527.13,1498.96,1961.87,1983.31
2021-11-10,1523.79,1501.74,1983.48,2006.87
2021-11-11,1514.36,1498.2,1994.94,2025.52
2021-11-12,1527.94,1515.57,2036.01,2048.41
2021-11-15,1528.68,1519.8,2048.17,2070.17
2021-11-16,1517.22,1508.25,2028.69,2064.29
2021-11-17,1519.58,1513.82,2041.81,2088.41
2021-11-18,1503.42,1508.35,2065.81,2115.66
2021-11-19,1500.05,1498.94,2041.89,2070.33
2021-11-22,1517.04,1497.33,1992.15,1993.37
2021-11-23,1533.12,1512.48,2005.52,2026.05
2021-11-24,1565.29,1541.22,2046.89,2028.84
2021-11-25,1572.46,1554.35,2086.48,2056.61
2021-11-26,1566.55,1548.4,2070.35,2058.43
2021-11-29,1553.04,1541.66,2070.75,2071.59
2021-11-30,1537.59,1533.01,2078.98,2076.75
2021-12-01,1549.81,1543.01,2088.88,2082.31
2021-12-02,1540.88,1535.99,2080.54,2086.49
2021-12-03,1503.98,1495.24,2007.45,2036.15
2021-12-06,1480.92,1462.05,1928.66,1962.08
2021-12-07,1512.62,1495.69,1980.3,2013.65
2021-12-08,1516.16,1500.84,1999.74,2008.83
2021-12-09,1529.61,1517.45,2033.87,2035.17
2021-12-10,1519.46,1511.47,2042.73,2036.28
2021-12-13,1520.8,1522.5,2083.91,2085.78
2021-12-14,1516.44,1523.03,2102.24,2092.54
2021-12-15,1519.42,1523.59,2099.0,2083.27
2021-12-16,1510.17,1523.7,2128.23,2106.27
2021-12-17,1513.56,1528.2,2132.9,2118.02
2021-12-20,1513.6,1526.4,2124.4,2123.02
2021-12-21,1511.48,1529.98,2147.33,2136.22
2021-12-22,1504.12,1528.72,2160.64,2156.05
2021-12-23,1477.37,1504.83,2136.33,2142.97
2021-12-24,1506.67,1529.57,2167.78,2138.2
2021-12-27,1514.55,1542.8,2202.45,2166.8
2021-12-28,1523.54,1554.52,2231.35,2183.95
2021-12-29,1515.94,1546.16,2214.82,2187.7
2021-12-30,1519.62,1547.55,2212.97,2177.28
2021-12-31,1535.71,1561.33,2232.77,2171.7
2022-01-04,1558.87,1586.29,2267.66,2205.1
2022-01-05,1546.01,1581.92,2283.66,2231.16
2022-01-06,1544.95,1586.24,2299.82,2248.19
2022-01-07,1532.24,1582.34,2317.19,2283.06
2022-01-10,1514.7,1556.28,2245.22,2245.71
2022-01-11,1499.74,1542.61,2232.83,2228.75
2022-01-12,1530.04,1558.69,2224.82,2180.36
2022-01-13,1526.43,1540.56,2160.55,2113.43
2022-01-14,1523.57,1534.93,2144.44,2095.39
2022-01-17,1478.61,1480.11,2039.28,1995.0
2022-01-18,1477.06,1463.74,1980.64,1913.42
2022-01-19,1482.55,1470.14,2001.46,1896.92
2022-01-20,1492.81,1489.1,2055.62,1945.08
2022-01-21,1502.16,1498.55,2066.77,1965.77
2022-01-24,1471.31,1457.02,1979.69,1876.26
2022-01-25,1516.16,1496.87,2031.65,1875.66
2022-01-26,1525.31,1501.03,2029.86,1845.18
2022-01-27,1516.57,1490.3,2009.99,1819.16
2022-01-28,1532.24,1505.15,2025.16,1850.34
2022-02-07,1541.25,1519.16,2052.59,1907.7
2022-02-08,1550.46,1526.87,2063.36,1920.55
2022-02-09,1552.44,1533.84,2083.2,1952.46
2022-02-10,1548.95,1532.54,2086.94,1963.58
2022-02-11,1545.92,1531.82,2094.46,1970.3
2022-02-14,1505.07,1496.5,2049.21,1959.41
2022-02-15,1527.36,1518.24,2082.21,1969.62
2022-02-16,1521.47,1520.76,2102.87,2004.58
2022-02-17,1540.51,1535.99,2113.62,2020.85
2022-02-18,1531.47,1535.55,2132.39,2052.26
2022-02-21,1533.4,1543.13,2149.87,2091.42
2022-02-22,1532.36,1535.26,2122.04,2068.85
2022-02-23,1538.83,1545.15,2143.48,2092.55
2022-02-24,1522.04,1528.11,2124.13,2061.0
2022-02-25,1526.5,1536.78,2148.31,2083.44
2022-02-28,1517.18,1529.13,2138.44,2093.13
2022-03-01,1520.12,1537.48,2161.32,2116.98
2022-03-02,1498.61,1518.96,2138.63,2108.66
2022-03-03,1522.49,1542.67,2171.9,2143.88
2022-03-04,1525.34,1547.16,2177.96,2164.93
2022-03-07,1509.12,1537.78,2179.54,2178.76
2022-03-08,1490.17,1512.54,2128.08,2132.56
2022-03-09,1489.25,1514.95,2143.05,2137.3
2022-03-10,1490.24,1520.58,2156.32,2166.84
2022-03-11,1477.14,1508.76,2144.64,2146.49
2022-03-14,1461.1,1489.67,2109.33,2115.06
2022-03-15,1468.89,1499.64,2130.26,2131.84
2022-03-16,1472.69,1507.19,2149.38,2155.8
2022-03-17,1469.92,1507.51,2152.32,2176.68
2022-03-18,1476.94,1514.4,2158.97,2191.02
2022-03-21,1502.67,1540.3,2195.14,2219.84
2022-03-22,1513.4,1551.35,2214.95,2223.19
2022-03-23,1505.59,1549.74,2228.98,2236.46
2022-03-24,1497.44,1546.5,2231.82,2261.28
2022-03-25,1498.36,1549.39,2235.99,2283.74
2022-03-28,1484.16,1533.45,2210.93,2255.24
2022-03-29,1500.57,1550.13,2231.51,2286.35
2022-03-30,1500.23,1542.28,2208.79,2238.82
2022-03-31,1508.53,1543.71,2197.95,2211.95
2022-04-01,1542.47,1573.52,2231.61,2240.62
2022-04-04,1548.04,1578.63,2232.49,2260.76
2022-04-05,1539.2,1571.8,2227.02,2258.21
2022-04-06,1557.11,1577.04,2210.63,2223.28
2022-04-07,1541.96,1556.85,2171.77,2182.77
2022-04-08,1524.31,1533.35,2122.92,2130.62
2022-04-12,1507.2,1507.13,2067.7,2066.21
2022-04-13,1525.39,1532.73,2122.5,2117.24
2022-04-14,1518.01,1527.59,2121.77,2114.76
2022-04-15,1493.74,1505.15,2092.57,2095.89
2022-04-18,1468.25,1474.19,2038.08,2034.49
2022-04-19,1440.61,1442.0,1984.18,1971.09
2022-04-20,1435.5,1422.88,1928.06,1899.78
2022-04-21,1426.87,1410.68,1914.24,1850.75
2022-04-22,1444.32,1416.54,1900.51,1812.49
2022-04-25,1366.39,1339.3,1789.27,1715.03
2022-04-26,1396.9,1372.78,1844.36,1758.4
2022-04-27,1402.03,1384.46,1873.75,1801.81
2022-04-28,1400.88,1383.6,1870.17,1813.1
2022-04-29,1417.31,1405.42,1909.15,1864.75
2022-05-04,1389.59,1379.9,1872.42,1854.31
2022-05-05,1404.88,1386.43,1863.17,1829.55
2022-05-06,1373.21,1351.15,1806.44,1768.18
2022-05-09,1314.04,1287.33,1708.03,1663.52
2022-05-10,1345.46,1311.45,1724.55,1675.6
2022-05-11,1349.82,1320.89,1751.77,1694.83
2022-05-12,1279.76,1252.04,1658.73,1604.39
2022-05-13,1223.76,1192.63,1568.14,1513.29
2022-05-16,1215.08,1182.27,1548.45,1500.41
2022-05-17,1279.55,1243.67,1626.05,1578.91
2022-05-18,1286.41,1255.84,1659.0,1599.8
2022-05-19,1283.55,1254.95,1665.79,1593.64
2022-05-20,1282.51,1257.42,1677.28,1607.42
2022-05-23,1255.35,1232.75,1645.77,1588.41
2022-05-24,1272.71,1248.63,1667.1,1598.16
2022-05-25,1310.7,1289.32,1732.24,1654.83
2022-05-26,1309.5,1289.92,1734.95,1666.7
2022-05-27,1335.68,1311.99,1757.82,1680.38
2022-05-30,1342.87,1320.59,1773.28,1694.54
2022-05-31,1332.59,1312.15,1767.16,1683.95
2022-06-01,1335.49,1315.08,1770.28,1690.15
2022-06-02,1325.49,1304.01,1747.8,1686.49
2022-06-03,1327.4,1305.42,1750.71,1681.03
2022-06-06,1327.04,1301.66,1740.2,1658.77
2022-06-07,1324.37,1299.93,1739.95,1660.35
2022-06-08,1342.03,1322.76,1786.04,1699.72
2022-06-09,1342.92,1324.47,1789.33,1707.3
2022-06-10,1325.69,1301.51,1744.63,1657.37
2022-06-13,1260.85,1236.26,1652.51,1569.13
2022-06-14,1261.16,1233.36,1647.37,1536.56
2022-06-15,1253.09,1217.99,1609.77,1492.37
2022-06-16,1280.37,1239.29,1629.56,1493.98
2022-06-17,1258.03,1214.54,1589.15,1452.85
2022-06-20,1225.56,1177.2,1523.86,1394.7
2022-06-21,1224.54,1166.21,1485.25,1352.91
2022-06-22,1227.18,1172.17,1504.57,1360.55
2022-06-23,1240.58,1193.41,1556.26,1403.82
2022-06-24,1235.47,1191.2,1559.52,1409.96
2022-06-27,1256.67,1210.75,1581.59,1436.96
2022-06-28,1273.41,1227.48,1607.29,1453.4
2022-06-29,1273.4,1227.6,1609.07,1450.92
2022-06-30,1248.92,1202.51,1569.94,1422.86
2022-07-01,1252.24,1206.98,1581.94,1424.66
2022-07-04,1248.37,1205.83,1588.37,1425.86
2022-07-05,1242.05,1192.98,1555.68,1389.24
2022-07-06,1211.94,1162.52,1513.08,1350.32
2022-07-07,1229.23,1177.41,1529.46,1356.42
2022-07-08,1231.54,1186.16,1555.9,1388.95
2022-07-11,1209.02,1167.37,1537.55,1376.24
2022-07-12,1219.44,1186.08,1584.34,1421.98
2022-07-13,1216.94,1184.52,1581.79,1430.62
2022-07-14,1221.94,1191.37,1597.02,1441.56
2022-07-15,1220.14,1189.85,1595.98,1438.81
2022-07-18,1214.28,1187.08,1599.04,1447.01
2022-07-19,1211.7,1186.04,1603.28,1442.87
2022-07-20,1225.62,1202.83,1631.47,1480.17
2022-07-21,1235.25,1208.74,1633.12,1472.18
2022-07-22,1228.84,1203.31,1629.91,1463.42
2022-07-25,1222.6,1196.14,1615.89,1455.02
2022-07-26,1218.49,1190.53,1604.52,1444.59
2022-07-27,1219.43,1195.19,1621.87,1454.57
2022-07-28,1236.14,1212.26,1646.71,1477.34
2022-07-29,1232.0,1208.17,1639.99,1477.02
2022-08-01,1256.25,1233.07,1678.88,1502.63
2022-08-02,1265.97,1241.19,1683.56,1518.39
2022-08-03,1269.83,1248.54,1702.12,1535.55
2022-08-04,1277.73,1252.26,1696.04,1535.36
2022-08-05,1272.06,1251.8,1706.3,1550.76
2022-08-08,1276.7,1257.13,1713.49,1565.21
2022-08-09,1281.44,1261.72,1718.33,1574.43
2022-08-10,1277.15,1259.22,1717.59,1579.81
2022-08-11,1272.33,1250.36,1696.68,1556.22
2022-08-12,1280.96,1260.9,1716.69,1571.7
2022-08-15,1293.79,1274.3,1739.99,1580.12
2022-08-16,1295.1,1276.2,1743.69,1585.05
2022-08-17,1300.4,1277.79,1735.97,1582.43
2022-08-18,1299.93,1275.42,1727.93,1575.79
2022-08-19,1294.93,1270.06,1718.67,1571.01
2022-08-22,1285.45,1262.31,1713.58,1559.78
2022-08-23,1292.0,1273.07,1738.05,1584.69
2022-08-24,1296.41,1278.45,1746.75,1597.13
2022-08-25,1311.55,1291.46,1761.6,1603.86
2022-08-26,1306.81,1285.43,1751.24,1589.69
2022-08-29,1293.25,1271.83,1732.79,1570.19
2022-08-30,1298.14,1272.5,1722.36,1565.97
2022-08-31,1301.44,1276.72,1729.69,1575.78
2022-09-05,1298.15,1274.76,1730.78,1574.05
2022-09-06,1299.06,1275.32,1732.22,1569.33
2022-09-07,1268.95,1241.18,1672.36,1524.49
2022-09-08,1265.57,1233.68,1652.2,1505.55
2022-09-09,1275.64,1246.87,1680.87,1520.49
2022-09-12,1275.6,1245.9,1674.54,1525.78
2022-09-13,1272.48,1245.21,1680.73,1525.95
2022-09-14,1260.88,1239.87,1690.47,1525.54
2022-09-15,1262.82,1241.94,1693.9,1527.87
2022-09-16,1252.78,1226.93,1659.64,1502.23
2022-09-19,1229.88,1197.92,1606.34,1446.08
2022-09-20,1241.07,1211.57,1634.41,1459.18
2022-09-21,1228.2,1201.16,1624.91,1453.62
2022-09-22,1228.94,1206.65,1643.01,1473.93
2022-09-23,1215.41,1194.23,1626.68,1465.51
2022-09-26,1187.22,1160.42,1565.39,1411.58
2022-09-27,1182.46,1155.05,1557.09,1401.32
2022-09-28,1160.66,1134.72,1533.81,1373.33
2022-09-29,1147.44,1119.26,1508.52,1343.35
2022-09-30,1152.01,1123.09,1510.82,1350.63
2022-10-03,1102.0,1071.75,1433.8,1288.3
2022-10-04,1097.72,1061.71,1404.54,1267.35
2022-10-05,1117.38,1087.69,1457.12,1310.92
2022-10-06,1081.36,1052.24,1409.79,1263.77
2022-10-07,1039.54,1011.54,1355.38,1214.44
2022-10-10,1038.93,1015.88,1372.27,1234.09
2022-10-11,1001.68,977.75,1316.89,1182.91
2022-10-12,1034.93,1009.64,1364.48,1201.3
2022-10-13,1051.24,1022.7,1376.72,1205.39
2022-10-14,1061.39,1035.83,1402.18,1228.86
2022-10-17,1047.2,1029.04,1410.89,1234.69
2022-10-18,1059.06,1038.26,1416.36,1244.23
2022-10-19,1053.65,1034.07,1413.1,1242.62
2022-10-20,1053.26,1029.55,1396.58,1228.73
2022-10-21,1010.57,986.04,1333.89,1170.61
2022-10-24,973.88,949.84,1284.22,1125.87
2022-10-25,991.52,962.59,1295.97,1113.96
2022-10-26,990.41,958.55,1285.71,1094.89
2022-10-27,1028.5,997.53,1346.68,1133.28
2022-10-28,1029.49,997.25,1339.8,1141.08
2022-10-31,1026.84,993.43,1330.54,1137.08
2022-11-01,1038.09,1001.63,1332.96,1146.49
2022-11-02,1025.18,990.52,1319.23,1143.93
2022-11-03,1023.8,988.99,1318.1,1137.37
2022-11-04,997.92,961.8,1276.89,1099.85
2022-11-07,972.85,932.52,1225.63,1054.14
2022-11-08,980.09,937.96,1231.74,1048.74
2022-11-09,979.68,935.69,1220.79,1052.37
2022-11-10,936.8,892.85,1158.3,1005.59
2022-11-11,948.86,896.47,1144.33,988.71
2022-11-14,936.31,878.35,1105.74,953.76
2022-11-15,904.77,845.18,1055.04,908.79
2022-11-16,940.29,878.0,1094.8,944.95
2022-11-17,971.04,904.3,1121.59,967.86
2022-11-18,971.2,907.85,1133.58,983.0
2022-11-21,956.89,899.95,1135.35,993.51
2022-11-22,945.54,894.97,1143.5,1000.28
2022-11-23,938.73,887.18,1132.17,982.32
2022-11-24,940.76,888.65,1134.19,979.16
2022-11-25,967.49,914.13,1166.72,1010.18
2022-11-28,1004.34,949.53,1214.74,1047.17
2022-11-29,1029.04,973.14,1246.89,1070.43
2022-11-30,1049.21,992.89,1275.74,1088.48
2022-12-01,1042.64,988.74,1272.57,1097.51
2022-12-02,1092.99,1031.6,1320.27,1120.74
2022-12-05,1110.94,1048.61,1345.97,1127.93
2022-12-06,1054.06,1003.22,1307.1,1100.86
2022-12-07,1047.58,993.03,1285.57,1074.95
2022-12-08,1062.73,1011.96,1324.65,1096.17
2022-12-09,1065.08,1015.94,1334.57,1103.33
2022-12-12,1037.42,994.44,1318.57,1089.64
2022-12-13,1056.43,1012.84,1345.16,1105.27
2022-12-14,1056.17,1014.73,1352.46,1113.49
2022-12-15,1068.08,1023.93,1359.91,1116.64
2022-12-16,1064.07,1022.92,1365.11,1123.07
2022-12-19,1050.22,1009.71,1345.48,1115.29
2022-12-20,1029.79,989.67,1318.9,1088.32
2022-12-21,1033.1,987.29,1304.12,1066.79
2022-12-22,1038.34,992.03,1310.45,1068.83
2022-12-23,1034.13,987.44,1302.36,1064.56
2022-12-26,987.77,944.52,1246.56,1027.67
2022-12-27,1007.36,966.51,1285.7,1052.86
2022-12-28,1013.95,975.15,1305.45,1059.42
2022-12-29,1008.3,969.52,1296.02,1056.93
2022-12-30,1005.19,970.65,1308.53,1064.1
2023-01-03,1047.25,1006.13,1342.5,1096.6
2023-01-04,1050.15,1008.04,1343.66,1094.22
2023-01-05,1061.9,1017.38,1351.52,1099.66
2023-01-06,1057.4,1012.26,1343.61,1089.37
2023-01-09,1061.14,1013.38,1340.09,1081.85
2023-01-10,1060.53,1013.34,1340.42,1086.02
2023-01-11,1065.22,1016.76,1341.31,1090.5
2023-01-12,1066.24,1016.91,1338.34,1092.45
2023-01-13,1069.86,1019.91,1341.55,1093.61
2023-01-16,1075.71,1024.13,1344.31,1093.27
2023-01-17,1103.73,1048.6,1371.27,1114.36
2023-01-18,1115.72,1059.66,1383.59,1129.74
2023-01-19,1121.92,1066.54,1394.75,1140.4
2023-01-27,1130.65,1075.75,1409.97,1149.55
2023-01-30,1113.95,1063.8,1400.45,1156.75
2023-01-31,1125.07,1074.15,1413.31,1168.06
2023-02-01,1088.09,1038.18,1361.86,1134.25
