"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"31/12/2025","1,893.42","1,876.84","1,894.79","1,863.34","562.27M","0.88%"
"30/12/2025","1,876.84","1,861.65","1,876.84","1,847.55","523.54M","0.82%"
"29/12/2025","1,861.65","1,840.00","1,861.69","1,840.00","465.20M","1.18%"
"26/12/2025","1,840.00","1,851.89","1,851.89","1,791.67","879.93M","-0.64%"
"25/12/2025","1,851.89","1,898.71","1,919.45","1,851.89","603.11M","-2.47%"
"24/12/2025","1,898.71","1,884.28","1,904.76","1,868.35","657.47M","0.77%"
"23/12/2025","1,884.28","1,863.88","1,892.88","1,863.88","697.49M","1.09%"
"22/12/2025","1,863.88","1,812.52","1,863.88","1,812.52","721.65M","2.83%"
"19/12/2025","1,812.52","1,786.65","1,816.35","1,786.65","606.09M","1.45%"
"18/12/2025","1,786.65","1,781.21","1,786.65","1,771.00","463.74M","0.31%"
"17/12/2025","1,781.21","1,790.07","1,798.52","1,756.18","461.95M","-0.49%"
"16/12/2025","1,790.07","1,748.57","1,799.98","1,729.12","705.90M","2.37%"
"15/12/2025","1,748.57","1,750.76","1,769.90","1,736.83","561.67M","-0.13%"
"12/12/2025","1,750.76","1,809.43","1,817.01","1,740.41","786.54M","-3.24%"
"11/12/2025","1,809.43","1,826.65","1,830.36","1,802.92","472.94M","-0.94%"
"10/12/2025","1,826.65","1,850.46","1,854.63","1,820.78","489.96M","-1.29%"
"09/12/2025","1,850.46","1,860.13","1,876.36","1,826.16","860.80M","-0.52%"
"08/12/2025","1,860.13","1,856.53","1,880.92","1,853.92","578.92M","0.19%"
"05/12/2025","1,856.53","1,859.33","1,879.61","1,851.35","602.71M","-0.15%"
"04/12/2025","1,859.33","1,849.18","1,864.81","1,845.54","738.28M","0.55%"
"03/12/2025","1,849.18","1,828.49","1,858.53","1,823.68","701.70M","1.13%"
"02/12/2025","1,828.49","1,816.26","1,831.62","1,800.36","631.51M","0.67%"
"01/12/2025","1,816.26","1,812.08","1,830.39","1,810.86","498.83M","0.23%"
"28/11/2025","1,812.08","1,809.81","1,820.14","1,799.34","607.86M","0.13%"
"27/11/2025","1,809.81","1,809.04","1,824.70","1,807.18","567.45M","0.04%"
"26/11/2025","1,809.04","1,786.50","1,811.54","1,783.50","658.09M","1.26%"
"25/11/2025","1,786.50","1,796.84","1,811.32","1,780.55","749.68M","-0.58%"
"24/11/2025","1,796.84","1,787.02","1,806.08","1,787.02","485.59M","0.55%"
"21/11/2025","1,787.02","1,789.05","1,791.91","1,766.42","637.92M","-0.11%"
"20/11/2025","1,789.05","1,781.82","1,794.20","1,779.11","562.16M","0.41%"
"19/11/2025","1,781.82","1,795.72","1,797.90","1,774.34","708.88M","-0.77%"
"18/11/2025","1,795.72","1,789.42","1,796.27","1,772.17","648.03M","0.35%"
"17/11/2025","1,789.42","1,766.42","1,789.42","1,766.42","626.67M","1.30%"
"14/11/2025","1,766.42","1,760.09","1,770.89","1,750.28","614.17M","0.36%"
"13/11/2025","1,760.09","1,765.56","1,772.72","1,753.18","607.10M","-0.31%"
"12/11/2025","1,765.56","1,720.15","1,765.78","1,720.15","661.78M","2.64%"
"11/11/2025","1,720.15","1,703.48","1,724.76","1,700.26","572.97M","0.98%"
"10/11/2025","1,703.48","1,723.11","1,739.30","1,703.43","631.66M","-1.14%"
"07/11/2025","1,723.11","1,771.54","1,774.66","1,719.22","792.46M","-2.73%"
"06/11/2025","1,771.54","1,787.24","1,790.83","1,766.71","534.99M","-0.88%"
"05/11/2025","1,787.24","1,797.10","1,808.41","1,779.03","584.31M","-0.55%"
"04/11/2025","1,797.10","1,751.96","1,805.11","1,733.43","1.08B","2.58%"
"03/11/2025","1,751.96","1,784.26","1,796.59","1,749.70","926.93M","-1.81%"
"31/10/2025","1,784.26","1,819.71","1,825.61","1,767.07","747.18M","-1.95%"
"30/10/2025","1,819.71","1,841.66","1,848.31","1,811.11","726.34M","-1.19%"
"29/10/2025","1,841.66","1,835.41","1,858.09","1,830.78","799.15M","0.34%"
"28/10/2025","1,835.41","1,793.82","1,835.52","1,765.96","817.40M","2.32%"
"27/10/2025","1,793.82","1,829.32","1,845.00","1,793.22","869.97M","-1.94%"
"24/10/2025","1,829.32","1,835.53","1,839.60","1,803.09","874.85M","-0.34%"
"23/10/2025","1,835.53","1,828.74","1,851.79","1,819.99","664.63M","0.37%"
"22/10/2025","1,828.74","1,814.65","1,846.33","1,771.63","839.77M","0.78%"
"21/10/2025","1,814.65","1,783.39","1,830.39","1,751.21","1.47B","1.75%"
"20/10/2025","1,783.39","1,889.14","1,889.14","1,782.00","1.53B","-5.60%"
"17/10/2025","1,889.14","1,929.01","1,944.89","1,883.04","1.17B","-2.07%"
"16/10/2025","1,929.01","1,916.34","1,929.04","1,912.42","1.04B","0.66%"
"15/10/2025","1,916.34","1,914.72","1,937.63","1,906.11","1.08B","0.08%"
"14/10/2025","1,914.72","1,916.23","1,950.60","1,905.36","1.44B","-0.08%"
"13/10/2025","1,916.23","1,893.61","1,917.18","1,849.48","1.18B","1.19%"
"10/10/2025","1,893.61","1,863.39","1,893.68","1,863.39","954.97M","1.62%"
"09/10/2025","1,863.39","1,846.47","1,866.34","1,846.47","1.00B","0.92%"
"08/10/2025","1,846.47","1,835.47","1,895.08","1,830.00","969.26M","0.60%"
"07/10/2025","1,835.47","1,849.38","1,872.11","1,824.91","739.72M","-0.75%"
"06/10/2025","1,849.38","1,789.49","1,849.38","1,789.49","967.12M","3.35%"
"03/10/2025","1,789.49","1,797.50","1,802.56","1,781.86","777.70M","-0.45%"
"02/10/2025","1,797.50","1,813.10","1,830.34","1,790.79","703.07M","-0.86%"
"01/10/2025","1,813.10","1,804.72","1,819.49","1,801.46","644.17M","0.46%"
"30/09/2025","1,804.72","1,808.13","1,818.80","1,784.15","1.00B","-0.19%"
"29/09/2025","1,808.13","1,801.67","1,815.25","1,787.54","774.31M","0.36%"
"26/09/2025","1,801.67","1,810.67","1,816.21","1,793.35","851.88M","-0.50%"
"25/09/2025","1,810.67","1,803.27","1,818.72","1,798.87","863.77M","0.41%"
"24/09/2025","1,803.27","1,770.26","1,803.27","1,752.34","905.07M","1.86%"
"23/09/2025","1,770.26","1,770.13","1,783.03","1,759.63","620.88M","0.01%"
"22/09/2025","1,770.13","1,802.72","1,812.07","1,751.12","1.08B","-1.81%"
"19/09/2025","1,802.72","1,808.03","1,816.72","1,786.29","806.05M","-0.29%"
"18/09/2025","1,808.03","1,813.12","1,823.09","1,786.81","803.00M","-0.28%"
"17/09/2025","1,813.12","1,824.83","1,831.18","1,805.85","923.26M","-0.64%"
"16/09/2025","1,824.83","1,829.24","1,843.86","1,818.74","1.18B","-0.24%"
"15/09/2025","1,829.24","1,811.64","1,829.24","1,810.26","1.07B","0.97%"
"12/09/2025","1,811.64","1,801.43","1,823.92","1,795.83","963.40M","0.57%"
"11/09/2025","1,801.43","1,783.92","1,804.05","1,735.83","1.14B","0.98%"
"10/09/2025","1,783.92","1,781.38","1,802.45","1,767.82","769.93M","0.14%"
"09/09/2025","1,781.38","1,762.27","1,781.38","1,748.58","958.68M","1.08%"
"08/09/2025","1,762.27","1,813.90","1,814.35","1,760.62","1.69B","-2.85%"
"05/09/2025","1,813.90","1,852.22","1,868.58","1,812.94","1.56B","-2.07%"
"04/09/2025","1,852.22","1,833.86","1,852.50","1,828.90","1.24B","1.00%"
"03/09/2025","1,833.86","1,831.62","1,843.27","1,819.78","1.17B","0.12%"
"29/08/2025","1,831.62","1,825.43","1,850.03","1,825.43","1.39B","0.34%"
"28/08/2025","1,825.43","1,810.64","1,829.00","1,795.07","1.06B","0.82%"
"27/08/2025","1,810.64","1,809.54","1,840.60","1,804.54","1.42B","0.06%"
"26/08/2025","1,809.54","1,743.89","1,809.68","1,729.02","1.18B","3.76%"
"25/08/2025","1,743.89","1,785.48","1,804.91","1,736.80","1.38B","-2.33%"
"22/08/2025","1,785.48","1,842.38","1,849.81","1,764.13","2.11B","-3.09%"
"21/08/2025","1,842.38","1,808.11","1,848.72","1,808.11","1.55B","1.90%"
"20/08/2025","1,808.11","1,797.25","1,818.36","1,746.91","2.13B","0.60%"
"19/08/2025","1,797.25","1,771.18","1,811.26","1,771.18","1.68B","1.47%"
"18/08/2025","1,771.18","1,760.73","1,775.83","1,756.12","1.43B","0.59%"
"15/08/2025","1,760.73","1,770.26","1,800.92","1,746.18","1.88B","-0.54%"
"14/08/2025","1,770.26","1,731.66","1,770.34","1,731.66","1.66B","2.23%"
"13/08/2025","1,731.66","1,725.46","1,739.60","1,702.16","1.76B","0.36%"
"12/08/2025","1,725.46","1,712.61","1,725.63","1,703.87","1.49B","0.75%"
"11/08/2025","1,712.61","1,698.23","1,718.63","1,698.23","1.49B","0.85%"
"08/08/2025","1,698.23","1,696.10","1,709.66","1,675.16","1.69B","0.13%"
"07/08/2025","1,696.10","1,683.22","1,701.38","1,677.52","1.52B","0.77%"
"06/08/2025","1,683.22","1,651.53","1,683.92","1,651.53","1.23B","1.92%"
"05/08/2025","1,651.53","1,627.98","1,693.99","1,614.41","2.55B","1.45%"
"04/08/2025","1,627.98","1,592.24","1,627.98","1,583.91","1.12B","2.24%"
"01/08/2025","1,592.24","1,595.99","1,604.99","1,574.27","1.28B","-0.23%"
"31/07/2025","1,595.99","1,596.78","1,617.69","1,575.71","1.54B","-0.05%"
"30/07/2025","1,596.78","1,576.51","1,600.85","1,566.44","1.54B","1.29%"
"29/07/2025","1,576.51","1,655.18","1,668.52","1,573.71","2.46B","-4.75%"
"28/07/2025","1,655.18","1,619.18","1,655.35","1,619.18","1.63B","2.22%"
"25/07/2025","1,619.18","1,602.32","1,622.23","1,602.32","1.31B","1.05%"
"24/07/2025","1,602.32","1,590.58","1,607.14","1,584.18","1.24B","0.74%"
"23/07/2025","1,590.58","1,584.49","1,602.86","1,583.74","1.37B","0.38%"
"22/07/2025","1,584.49","1,559.45","1,584.49","1,547.32","1.15B","1.61%"
"21/07/2025","1,559.45","1,566.43","1,582.94","1,555.46","1.28B","-0.45%"
"18/07/2025","1,566.43","1,554.07","1,569.01","1,548.92","1.31B","0.80%"
"17/07/2025","1,554.07","1,542.08","1,558.79","1,542.08","1.28B","0.78%"
"16/07/2025","1,542.08","1,526.10","1,542.27","1,521.83","1.09B","1.05%"
"15/07/2025","1,526.10","1,533.43","1,544.46","1,525.87","1.25B","-0.48%"
"14/07/2025","1,533.43","1,520.21","1,534.08","1,506.82","1.13B","0.87%"
"11/07/2025","1,520.21","1,506.61","1,525.84","1,506.61","1.16B","0.90%"
"10/07/2025","1,506.61","1,493.60","1,506.68","1,493.60","1.01B","0.87%"
"09/07/2025","1,493.60","1,482.39","1,497.08","1,482.39","1.36B","0.76%"
"08/07/2025","1,482.39","1,467.95","1,482.66","1,467.95","1.08B","0.98%"
"07/07/2025","1,467.95","1,448.82","1,468.13","1,448.82","1.17B","1.32%"
"04/07/2025","1,448.82","1,439.59","1,448.96","1,439.59","775.12M","0.64%"
"03/07/2025","1,439.59","1,439.10","1,451.28","1,434.52","1.23B","0.03%"
"02/07/2025","1,439.10","1,427.68","1,439.33","1,423.52","821.92M","0.80%"
"01/07/2025","1,427.68","1,428.71","1,434.03","1,420.77","690.51M","-0.07%"
"30/06/2025","1,428.71","1,421.78","1,430.83","1,421.78","598.34M","0.49%"
"27/06/2025","1,421.78","1,415.88","1,423.53","1,414.46","641.97M","0.42%"
"26/06/2025","1,415.88","1,415.96","1,421.84","1,409.91","558.47M","-0.01%"
"25/06/2025","1,415.96","1,415.31","1,422.80","1,412.47","705.32M","0.05%"
"24/06/2025","1,415.31","1,404.67","1,420.78","1,404.67","835.39M","0.76%"
"23/06/2025","1,404.67","1,401.65","1,404.79","1,387.02","675.61M","0.22%"
"20/06/2025","1,401.65","1,401.20","1,409.25","1,395.99","716.17M","0.03%"
"19/06/2025","1,401.20","1,396.25","1,402.71","1,390.12","589.46M","0.35%"
"18/06/2025","1,396.25","1,397.51","1,404.74","1,391.29","684.54M","-0.09%"
"17/06/2025","1,397.51","1,389.88","1,403.03","1,389.08","700.97M","0.55%"
"16/06/2025","1,389.88","1,366.86","1,390.04","1,358.75","715.04M","1.68%"
"13/06/2025","1,366.86","1,378.23","1,382.80","1,353.71","1.09B","-0.82%"
"12/06/2025","1,378.23","1,365.88","1,381.03","1,360.26","775.89M","0.90%"
"11/06/2025","1,365.88","1,364.99","1,370.73","1,357.99","494.80M","0.07%"
"10/06/2025","1,364.99","1,357.80","1,373.47","1,351.17","665.50M","0.53%"
"09/06/2025","1,357.80","1,375.26","1,376.12","1,355.92","661.14M","-1.27%"
"06/06/2025","1,375.26","1,389.43","1,392.97","1,372.59","854.04M","-1.02%"
"05/06/2025","1,389.43","1,393.89","1,396.66","1,383.75","705.42M","-0.32%"
"04/06/2025","1,393.89","1,394.51","1,399.35","1,390.47","888.92M","-0.04%"
"03/06/2025","1,394.51","1,381.37","1,398.87","1,381.37","972.70M","0.95%"
"02/06/2025","1,381.37","1,375.27","1,381.43","1,367.93","790.89M","0.44%"
"30/05/2025","1,375.27","1,386.35","1,391.38","1,370.90","821.17M","-0.80%"
"29/05/2025","1,386.35","1,385.39","1,392.79","1,380.49","807.88M","0.07%"
"28/05/2025","1,385.39","1,387.37","1,393.25","1,380.42","816.70M","-0.14%"
"27/05/2025","1,387.37","1,378.40","1,387.69","1,377.74","991.76M","0.65%"
"26/05/2025","1,378.40","1,361.73","1,378.44","1,334.50","896.88M","1.22%"
"23/05/2025","1,361.73","1,361.55","1,366.72","1,355.50","595.80M","0.01%"
"22/05/2025","1,361.55","1,371.24","1,378.89","1,360.05","1.04B","-0.71%"
"21/05/2025","1,371.24","1,363.26","1,380.31","1,361.90","899.48M","0.59%"
"20/05/2025","1,363.26","1,342.40","1,364.04","1,342.40","786.89M","1.55%"
"19/05/2025","1,342.40","1,352.60","1,353.50","1,338.56","779.81M","-0.75%"
"16/05/2025","1,352.60","1,368.87","1,371.09","1,351.56","764.89M","-1.19%"
"15/05/2025","1,368.87","1,362.93","1,370.23","1,353.41","1.00B","0.44%"
"14/05/2025","1,362.93","1,346.11","1,363.77","1,343.56","873.70M","1.25%"
"13/05/2025","1,346.11","1,334.92","1,346.32","1,334.92","819.56M","0.84%"
"12/05/2025","1,334.92","1,316.73","1,335.69","1,316.73","797.61M","1.38%"
"09/05/2025","1,316.73","1,314.62","1,323.53","1,313.28","648.86M","0.16%"
"08/05/2025","1,314.62","1,294.49","1,316.14","1,294.49","728.97M","1.56%"
"07/05/2025","1,294.49","1,289.46","1,295.66","1,287.97","624.60M","0.39%"
"06/05/2025","1,289.46","1,289.97","1,300.50","1,288.30","665.63M","-0.04%"
"05/05/2025","1,289.97","1,277.47","1,290.24","1,276.39","532.77M","0.98%"
"29/04/2025","1,277.47","1,277.82","1,280.72","1,274.87","493.44M","-0.02%"
"28/04/2025","1,277.72","1,279.88","1,283.97","1,271.73","500.08M","-0.08%"
"25/04/2025","1,278.72","1,275.23","1,280.65","1,267.22","710.49M","0.32%"
"24/04/2025","1,274.59","1,268.53","1,275.91","1,261.07","654.33M","0.77%"
"23/04/2025","1,264.81","1,258.99","1,269.20","1,255.21","700.88M","1.31%"
"22/04/2025","1,248.45","1,251.40","1,256.06","1,183.58","1.47B","-0.82%"
"21/04/2025","1,258.81","1,269.73","1,273.51","1,252.42","730.24M","-0.88%"
"18/04/2025","1,269.96","1,272.60","1,286.11","1,269.96","940.04M","0.64%"
"17/04/2025","1,261.87","1,242.94","1,261.87","1,241.71","631.25M","0.76%"
"16/04/2025","1,252.39","1,268.42","1,276.74","1,247.74","681.74M","-1.38%"
"15/04/2025","1,269.95","1,275.56","1,288.44","1,260.18","903.65M","-1.29%"
"14/04/2025","1,286.60","1,278.89","1,288.62","1,271.19","877.18M","1.46%"
"11/04/2025","1,268.04","1,230.67","1,268.04","1,222.14","1.56B","4.64%"
"10/04/2025","1,211.81","1,211.36","1,211.90","1,210.77","206.19M","6.83%"
"09/04/2025","1,134.33","1,153.44","1,178.58","1,105.97","1.42B","-3.16%"
"08/04/2025","1,171.31","1,210.01","1,212.95","1,168.53","944.27M","-6.48%"
"04/04/2025","1,252.45","1,249.61","1,252.45","1,193.90","1.71B","-1.31%"
"03/04/2025","1,269.02","1,320.67","1,320.67","1,268.77","1.53B","-6.75%"
"02/04/2025","1,360.86","1,364.54","1,367.78","1,360.64","643.48M","0.03%"
"01/04/2025","1,360.39","1,355.14","1,360.39","1,348.74","495.33M","0.74%"
"31/03/2025","1,350.36","1,353.86","1,356.22","1,346.03","684.85M","-0.68%"
"28/03/2025","1,359.61","1,367.09","1,368.34","1,355.72","576.53M","-0.50%"
"27/03/2025","1,366.40","1,366.46","1,369.57","1,364.49","506.37M","-0.05%"
"26/03/2025","1,367.12","1,376.41","1,382.04","1,364.59","654.00M","-0.58%"
"25/03/2025","1,375.13","1,376.58","1,382.67","1,372.83","752.93M","-0.07%"
"24/03/2025","1,376.04","1,368.77","1,376.04","1,360.81","702.27M","0.59%"
"21/03/2025","1,367.96","1,368.97","1,371.02","1,366.62","652.51M","-0.09%"
"20/03/2025","1,369.25","1,374.22","1,378.48","1,361.44","762.33M","-0.02%"
"19/03/2025","1,369.50","1,377.08","1,377.98","1,365.65","743.31M","-0.70%"
"18/03/2025","1,379.13","1,388.24","1,390.28","1,379.13","722.84M","-0.38%"
"17/03/2025","1,384.35","1,380.24","1,385.33","1,378.55","753.92M","0.71%"
"14/03/2025","1,374.58","1,377.11","1,383.34","1,372.82","816.34M","-0.23%"
"13/03/2025","1,377.77","1,388.23","1,392.89","1,376.18","902.56M","-0.65%"
"12/03/2025","1,386.76","1,392.93","1,394.76","1,382.36","788.92M","-0.18%"
"11/03/2025","1,389.33","1,374.12","1,389.33","1,371.05","758.15M","0.19%"
"10/03/2025","1,386.68","1,392.54","1,396.39","1,383.11","782.06M","-0.07%"
"07/03/2025","1,387.67","1,384.00","1,389.45","1,381.97","797.22M","0.45%"
"06/03/2025","1,381.40","1,369.19","1,381.40","1,368.85","898.85M","1.22%"
"05/03/2025","1,364.78","1,374.22","1,381.98","1,364.78","687.47M","-0.59%"
"04/03/2025","1,372.88","1,365.36","1,374.51","1,355.77","841.03M","0.30%"
"03/03/2025","1,368.84","1,364.54","1,370.64","1,363.28","722.25M","0.31%"
"28/02/2025","1,364.65","1,367.57","1,369.73","1,359.24","675.01M","-0.36%"
"27/02/2025","1,369.56","1,367.15","1,369.56","1,355.81","766.45M","0.35%"
"26/02/2025","1,364.84","1,365.47","1,368.25","1,363.05","643.80M","0.07%"
"25/02/2025","1,363.86","1,368.77","1,371.49","1,359.29","736.21M","-0.18%"
"24/02/2025","1,366.26","1,359.37","1,366.26","1,355.36","715.93M","0.65%"
"21/02/2025","1,357.46","1,355.64","1,358.85","1,352.14","588.43M","0.14%"
"20/02/2025","1,355.60","1,356.23","1,358.36","1,353.26","624.97M","0.25%"
"19/02/2025","1,352.18","1,342.22","1,352.79","1,341.38","664.48M","0.83%"
"18/02/2025","1,341.03","1,338.76","1,348.70","1,336.77","553.89M","0.29%"
"17/02/2025","1,337.11","1,340.84","1,343.06","1,336.49","679.15M","-0.21%"
"14/02/2025","1,339.86","1,337.18","1,346.19","1,337.18","550.62M","0.30%"
"13/02/2025","1,335.87","1,332.93","1,335.90","1,328.29","402.16M","0.19%"
"12/02/2025","1,333.30","1,337.75","1,340.21","1,333.15","409.39M","-0.09%"
"11/02/2025","1,334.52","1,328.64","1,334.52","1,325.62","508.89M","0.60%"
"10/02/2025","1,326.56","1,335.42","1,338.40","1,325.72","628.69M","-0.98%"
"07/02/2025","1,339.63","1,338.06","1,343.59","1,334.35","484.94M","0.18%"
"06/02/2025","1,337.26","1,338.52","1,341.59","1,333.42","471.42M","0.24%"
"05/02/2025","1,334.02","1,332.36","1,336.18","1,329.63","468.88M","0.40%"
"04/02/2025","1,328.73","1,319.92","1,328.82","1,318.41","519.12M","1.02%"
"03/02/2025","1,315.33","1,323.05","1,323.05","1,311.01","444.42M","-1.33%"
"24/01/2025","1,333.10","1,326.84","1,333.27","1,325.34","437.15M","0.49%"
"23/01/2025","1,326.58","1,303.40","1,330.84","1,303.40","434.86M","1.79%"
"22/01/2025","1,303.20","1,308.51","1,310.74","1,303.20","360.93M","-0.21%"
"21/01/2025","1,305.92","1,311.61","1,313.27","1,301.61","336.16M","-0.17%"
"20/01/2025","1,308.12","1,307.59","1,311.28","1,305.64","319.29M","0.11%"
"17/01/2025","1,306.65","1,297.20","1,306.65","1,293.74","315.92M","0.76%"
"16/01/2025","1,296.77","1,295.99","1,301.97","1,289.16","362.73M","0.50%"
"15/01/2025","1,290.31","1,285.39","1,291.67","1,283.27","351.18M","0.77%"
"14/01/2025","1,280.48","1,287.94","1,289.23","1,277.73","277.51M","-0.65%"
"13/01/2025","1,288.88","1,277.18","1,288.88","1,272.56","386.46M","0.54%"
"10/01/2025","1,282.01","1,300.17","1,301.71","1,282.01","422.47M","-1.41%"
"09/01/2025","1,300.32","1,306.18","1,308.66","1,297.61","248.96K","-0.44%"
"08/01/2025","1,306.07","1,300.75","1,306.07","1,294.42","315.35K","0.32%"
"07/01/2025","1,301.85","1,305.42","1,310.39","1,297.03","436.90K","-0.07%"
"06/01/2025","1,302.77","1,314.33","1,318.36","1,301.21","446.80K","-0.86%"
"03/01/2025","1,314.04","1,334.23","1,334.23","1,314.04","449.54K","-1.60%"
"02/01/2025","1,335.47","1,336.68","1,338.47","1,327.59","316.57K","-0.07%"
"31/12/2024","1,336.36","1,338.51","1,338.67","1,332.86","355.02K","-0.22%"
"30/12/2024","1,339.28","1,338.46","1,339.28","1,331.94","402.15K","0.00%"
"27/12/2024","1,339.34","1,334.90","1,341.07","1,334.90","531.82K","0.35%"
"26/12/2024","1,334.63","1,338.37","1,339.78","1,333.08","434.18K","-0.15%"
"25/12/2024","1,336.66","1,320.59","1,343.00","1,320.59","643.97K","1.24%"
"24/12/2024","1,320.34","1,321.17","1,321.26","1,311.18","487.34K","-0.04%"
"23/12/2024","1,320.81","1,318.93","1,323.06","1,318.58","342.95K","0.47%"
"20/12/2024","1,314.62","1,313.51","1,316.02","1,311.46","407.16K","0.18%"
"19/12/2024","1,312.28","1,325.17","1,325.17","1,305.82","613.04K","-1.02%"
"18/12/2024","1,325.81","1,321.69","1,326.68","1,320.46","343.19K","0.35%"
"17/12/2024","1,321.18","1,325.32","1,325.71","1,319.09","307.25K","-0.23%"
"16/12/2024","1,324.20","1,323.51","1,327.71","1,317.74","342.73K","0.09%"
"13/12/2024","1,322.99","1,326.85","1,327.29","1,320.81","354.44K","-0.41%"
"12/12/2024","1,328.41","1,330.26","1,335.87","1,326.37","445.03K","-0.11%"
"11/12/2024","1,329.90","1,330.64","1,336.66","1,324.05","454.97K","-0.05%"
"10/12/2024","1,330.55","1,331.12","1,334.84","1,327.08","446.13K","-0.03%"
"09/12/2024","1,330.99","1,330.25","1,336.14","1,325.30","528.51K","0.13%"
"06/12/2024","1,329.20","1,328.07","1,333.75","1,327.21","551.09K","0.08%"
"05/12/2024","1,328.08","1,293.37","1,328.08","1,288.42","759.00K","2.82%"
"04/12/2024","1,291.71","1,300.25","1,300.45","1,290.94","452.67K","-0.85%"
"03/12/2024","1,302.84","1,301.55","1,306.28","1,296.65","422.47K","0.07%"
"02/12/2024","1,301.87","1,306.31","1,309.89","1,297.37","342.36K","0.00%"
"29/11/2024","1,301.88","1,292.99","1,303.04","1,291.49","382.25K","0.69%"
"28/11/2024","1,292.99","1,297.22","1,301.54","1,290.11","359.05K","0.05%"
"27/11/2024","1,292.38","1,289.84","1,294.43","1,288.41","319.47K","0.13%"
"26/11/2024","1,290.74","1,283.83","1,295.52","1,283.27","454.28K","0.62%"
"25/11/2024","1,282.84","1,277.20","1,283.44","1,276.42","368.83K","0.49%"
"22/11/2024","1,276.54","1,278.61","1,282.44","1,275.06","402.36K","-0.15%"
"21/11/2024","1,278.45","1,265.53","1,278.45","1,261.58","370.62K","1.06%"
"20/11/2024","1,265.06","1,250.94","1,271.54","1,242.00","575.75K","1.08%"
"19/11/2024","1,251.58","1,266.39","1,268.48","1,251.58","400.57K","-1.16%"
"18/11/2024","1,266.33","1,266.40","1,273.75","1,250.55","509.26K","-0.03%"
"15/11/2024","1,266.73","1,278.60","1,279.02","1,264.00","616.79K","-1.22%"
"14/11/2024","1,282.33","1,297.50","1,299.93","1,281.67","513.33K","-1.33%"
"13/11/2024","1,299.67","1,295.72","1,300.60","1,285.62","540.74K","0.11%"
"12/11/2024","1,298.22","1,306.99","1,310.59","1,294.73","463.13K","-0.50%"
"11/11/2024","1,304.80","1,309.47","1,310.09","1,294.48","647.56K","-0.35%"
"08/11/2024","1,309.43","1,320.77","1,320.82","1,305.30","452.83K","-0.56%"
"07/11/2024","1,316.75","1,323.70","1,324.87","1,315.88","419.07K","-0.10%"
"06/11/2024","1,318.04","1,301.42","1,318.41","1,301.42","447.36K","1.32%"
"05/11/2024","1,300.83","1,299.76","1,305.02","1,299.65","303.10K","0.09%"
"04/11/2024","1,299.68","1,311.83","1,313.33","1,296.96","529.57K","-0.91%"
"01/11/2024","1,311.62","1,319.75","1,322.01","1,310.58","483.52K","-0.95%"
"31/10/2024","1,324.21","1,321.32","1,326.07","1,315.55","396.23K","0.29%"
"30/10/2024","1,320.39","1,323.73","1,325.11","1,314.58","414.26K","-0.11%"
"29/10/2024","1,321.86","1,314.65","1,322.29","1,314.65","436.57K","0.58%"
"28/10/2024","1,314.25","1,311.69","1,314.25","1,309.63","357.11K","0.25%"
"25/10/2024","1,311.00","1,318.45","1,319.08","1,308.90","465.95K","-0.29%"
"24/10/2024","1,314.79","1,331.60","1,334.62","1,314.79","521.00K","-1.25%"
"23/10/2024","1,331.49","1,329.28","1,332.63","1,321.42","478.37K","0.22%"
"22/10/2024","1,328.55","1,336.57","1,339.09","1,323.36","651.09K","-0.62%"
"21/10/2024","1,336.81","1,340.76","1,345.09","1,336.81","513.56K","-0.39%"
"18/10/2024","1,342.09","1,348.31","1,351.13","1,341.33","533.84K","-0.10%"
"17/10/2024","1,343.47","1,336.49","1,343.47","1,324.89","567.65K","0.77%"
"16/10/2024","1,333.24","1,335.65","1,338.88","1,330.03","428.08K","-0.24%"
"15/10/2024","1,336.44","1,344.35","1,349.96","1,334.47","604.23K","-0.47%"
"14/10/2024","1,342.75","1,349.54","1,357.72","1,342.26","607.19K","-0.44%"
"11/10/2024","1,348.66","1,348.05","1,350.24","1,342.74","424.87K","0.16%"
"10/10/2024","1,346.55","1,345.24","1,357.54","1,345.24","587.89K","0.34%"
"09/10/2024","1,341.97","1,332.50","1,342.31","1,331.53","567.85K","0.88%"
"08/10/2024","1,330.22","1,328.01","1,335.52","1,323.33","580.76K","0.32%"
"07/10/2024","1,325.97","1,330.96","1,334.33","1,319.06","419.88K","0.11%"
"04/10/2024","1,324.52","1,333.83","1,334.51","1,324.52","503.01K","-0.64%"
"03/10/2024","1,333.04","1,345.03","1,356.90","1,331.50","897.28K","-0.78%"
"02/10/2024","1,343.57","1,345.34","1,351.22","1,341.06","601.76K","-0.47%"
"01/10/2024","1,349.85","1,347.36","1,360.02","1,347.36","815.50K","0.39%"
"30/09/2024","1,344.59","1,343.99","1,346.55","1,338.03","620.77K","0.04%"
"27/09/2024","1,343.99","1,347.24","1,351.92","1,338.67","785.23K","0.08%"
"26/09/2024","1,342.87","1,339.78","1,350.02","1,337.90","805.63K","0.44%"
"25/09/2024","1,337.02","1,330.64","1,337.02","1,327.98","810.40K","0.99%"
"24/09/2024","1,323.88","1,313.86","1,323.88","1,312.18","427.54K","0.73%"
"23/09/2024","1,314.28","1,321.67","1,324.53","1,313.09","395.60K","-0.34%"
