"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"15/05/2023","1,032.32","1,033.75","1,042.90","1,032.32","683.34K","-0.02%"
"12/05/2023","1,032.57","1,024.58","1,032.57","1,020.50","614.98K","0.88%"
"11/05/2023","1,023.56","1,026.54","1,029.02","1,022.25","629.00K","0.06%"
"10/05/2023","1,022.91","1,018.09","1,023.19","1,016.38","593.13K","0.70%"
"09/05/2023","1,015.83","1,014.94","1,018.98","1,013.87","467.45K","0.10%"
"08/05/2023","1,014.81","1,008.61","1,014.81","1,008.57","543.76K","0.97%"
"05/05/2023","1,005.10","1,005.60","1,008.93","1,001.63","403.81K","-0.12%"
"04/05/2023","1,006.26","1,010.52","1,013.29","1,004.45","533.37K","-0.75%"
"28/04/2023","1,013.89","1,008.18","1,013.89","1,007.42","510.25K","1.01%"
"27/04/2023","1,003.75","1,006.14","1,009.67","1,001.78","431.75K","-0.05%"
"26/04/2023","1,004.29","995.95","1,004.29","989.76","404.14K","0.78%"
"25/04/2023","996.53","1,005.22","1,010.31","995.47","449.34K","-0.81%"
"24/04/2023","1,004.67","1,007.50","1,012.29","1,001.28","411.86K","-0.10%"
"21/04/2023","1,005.69","1,013.28","1,014.78","1,004.16","482.29K","-0.59%"
"20/04/2023","1,011.67","1,013.85","1,015.23","1,008.19","304.80K","-0.11%"
"19/04/2023","1,012.75","1,024.33","1,024.46","1,012.13","453.94K","-0.82%"
"18/04/2023","1,021.11","1,021.51","1,023.44","1,016.22","463.43K","0.12%"
"17/04/2023","1,019.93","1,018.00","1,020.41","1,014.52","366.40K","0.17%"
"14/04/2023","1,018.24","1,034.32","1,035.97","1,018.24","686.22K","-1.20%"
"13/04/2023","1,030.65","1,037.17","1,037.69","1,028.08","562.86K","-0.51%"
"12/04/2023","1,035.95","1,037.56","1,039.54","1,033.38","626.91K","0.08%"
"11/04/2023","1,035.14","1,028.30","1,035.14","1,020.59","607.14K","0.51%"
"10/04/2023","1,029.86","1,035.10","1,040.20","1,026.54","753.08K","-0.03%"
"07/04/2023","1,030.22","1,029.64","1,031.23","1,022.91","574.06K","0.12%"
"06/04/2023","1,029.00","1,042.87","1,045.04","1,029.00","914.05K","-1.10%"
"05/04/2023","1,040.46","1,036.91","1,040.46","1,032.46","675.77K","0.33%"
"04/04/2023","1,037.08","1,035.07","1,037.93","1,030.95","703.00K","0.34%"
"03/04/2023","1,033.54","1,024.12","1,033.54","1,024.12","742.92K","1.65%"
"31/03/2023","1,016.81","1,011.02","1,019.75","1,010.94","548.67K","0.62%"
"30/03/2023","1,010.53","1,013.72","1,016.97","1,009.87","533.89K","0.30%"
"29/03/2023","1,007.52","1,006.48","1,007.52","1,000.31","397.59K","0.20%"
"28/03/2023","1,005.49","1,008.62","1,011.65","1,003.71","553.55K","0.13%"
"27/03/2023","1,004.17","999.72","1,006.08","995.30","488.70K","0.58%"
"24/03/2023","998.41","996.74","1,002.41","994.90","481.96K","0.46%"
"23/03/2023","993.84","985.15","993.84","981.59","347.41K","0.45%"
"22/03/2023","989.40","984.50","991.90","984.50","360.37K","0.53%"
"21/03/2023","984.15","980.33","984.25","967.36","359.79K","0.99%"
"20/03/2023","974.51","991.13","991.47","973.12","436.68K","-2.11%"
"17/03/2023","995.49","1,000.93","1,002.48","991.69","464.61K","0.13%"
"16/03/2023","994.24","1,002.79","1,004.25","988.86","430.24K","-1.50%"
"15/03/2023","1,009.38","986.98","1,009.38","986.98","517.93K","2.66%"
"14/03/2023","983.20","995.48","997.06","979.02","518.61K","-1.39%"
"13/03/2023","997.01","991.72","1,001.25","991.03","488.94K","-0.07%"
"10/03/2023","997.73","996.64","999.71","991.00","415.74K","-0.39%"
"09/03/2023","1,001.60","995.50","1,006.63","994.76","513.55K","0.82%"
"08/03/2023","993.44","971.85","993.44","971.18","448.62K","1.35%"
"07/03/2023","980.24","978.39","986.97","976.29","395.89K","1.10%"
"06/03/2023","969.58","976.35","985.17","969.28","356.18K","0.31%"
"03/03/2023","966.54","981.72","985.53","965.79","358.00K","-1.45%"
"02/03/2023","980.79","984.44","988.92","977.84","292.65K","-0.36%"
"01/03/2023","984.36","964.77","984.36","954.89","436.38K","1.88%"
"28/02/2023","966.19","969.82","976.55","961.16","327.57K","0.33%"
"27/02/2023","963.06","982.32","982.32","960.94","453.61K","-2.14%"
"24/02/2023","984.15","1,001.68","1,001.80","981.68","352.05K","-1.85%"
"23/02/2023","1,002.73","1,002.12","1,002.73","979.16","572.30K","-0.03%"
"22/02/2023","1,003.01","1,028.83","1,028.83","1,003.01","716.83K","-2.75%"
"21/02/2023","1,031.35","1,040.15","1,045.74","1,031.35","605.91K","-0.49%"
"20/02/2023","1,036.41","1,005.47","1,036.41","1,005.47","579.97K","3.08%"
"17/02/2023","1,005.48","1,005.93","1,009.80","999.70","398.18K","0.02%"
"16/02/2023","1,005.31","997.60","1,005.31","991.98","381.97K","1.22%"
"15/02/2023","993.16","982.60","998.19","979.62","452.96K","0.94%"
"14/02/2023","983.94","987.35","989.78","979.34","310.88K","-0.13%"
"13/02/2023","985.24","995.68","996.89","973.55","543.43K","-1.53%"
"10/02/2023","1,000.57","1,012.49","1,014.82","1,000.42","368.78K","-1.14%"
"09/02/2023","1,012.09","1,018.38","1,023.55","1,012.09","352.83K","-0.77%"
"08/02/2023","1,019.98","1,019.88","1,028.20","1,008.83","433.33K","0.32%"
"07/02/2023","1,016.69","1,040.35","1,042.91","1,016.24","542.44K","-2.17%"
"06/02/2023","1,039.28","1,030.98","1,039.28","1,021.78","372.07K","0.81%"
"03/02/2023","1,030.98","1,039.13","1,041.30","1,027.16","457.30K","-0.64%"
"02/02/2023","1,037.63","1,042.26","1,045.77","1,029.21","525.28K","-0.05%"
"01/02/2023","1,038.18","1,077.35","1,079.97","1,038.18","893.23K","-3.35%"
"31/01/2023","1,074.15","1,062.28","1,074.15","1,050.94","588.98K","0.97%"
"30/01/2023","1,063.80","1,077.41","1,077.68","1,063.80","669.56K","-1.11%"
"27/01/2023","1,075.75","1,073.59","1,084.18","1,071.73","515.90K","0.86%"
"19/01/2023","1,066.54","1,055.68","1,068.13","1,054.67","519.05K","0.65%"
"18/01/2023","1,059.66","1,052.39","1,060.90","1,049.81","490.15K","1.05%"
"17/01/2023","1,048.60","1,026.11","1,048.60","1,026.11","541.65K","2.39%"
"16/01/2023","1,024.13","1,022.15","1,025.29","1,016.53","359.98K","0.41%"
"13/01/2023","1,019.91","1,022.29","1,026.99","1,014.53","430.37K","0.30%"
"12/01/2023","1,016.91","1,020.42","1,022.53","1,011.23","343.91K","0.01%"
"11/01/2023","1,016.76","1,018.68","1,027.47","1,016.32","454.51K","0.34%"
"10/01/2023","1,013.34","1,014.68","1,017.42","1,003.56","374.81K","0.00%"
"09/01/2023","1,013.38","1,019.33","1,022.71","1,010.50","340.42K","0.11%"
"06/01/2023","1,012.26","1,016.67","1,028.99","1,008.58","556.16K","-0.50%"
"05/01/2023","1,017.38","1,010.54","1,020.74","1,007.48","442.98K","0.93%"
"04/01/2023","1,008.04","1,010.40","1,016.54","1,004.69","500.54K","0.19%"
"03/01/2023","1,006.13","974.35","1,006.13","974.16","458.43K","3.66%"
"30/12/2022","970.65","975.55","976.42","967.93","302.42K","0.12%"
"29/12/2022","969.52","974.90","980.59","969.52","332.97K","-0.58%"
"28/12/2022","975.15","969.37","980.70","958.76","351.24K","0.89%"
"27/12/2022","966.51","943.50","968.70","941.04","451.69K","2.33%"
"26/12/2022","944.52","985.84","986.34","944.52","502.26K","-4.35%"
"23/12/2022","987.44","990.60","992.29","977.52","373.87K","-0.46%"
"22/12/2022","992.03","988.57","998.98","982.31","478.21K","0.48%"
"21/12/2022","987.29","998.55","999.04","967.35","625.55K","-0.24%"
"20/12/2022","989.67","1,007.12","1,009.84","974.15","854.61K","-1.98%"
"19/12/2022","1,009.71","1,022.79","1,038.50","1,009.71","770.36K","-1.29%"
"16/12/2022","1,022.92","1,015.74","1,033.26","1,013.79","721.72K","-0.10%"
"15/12/2022","1,023.93","1,012.91","1,028.35","1,012.74","605.83K","0.91%"
"14/12/2022","1,014.73","1,013.40","1,027.31","1,011.46","608.34K","0.19%"
"13/12/2022","1,012.84","996.41","1,012.84","985.82","662.65K","1.85%"
"12/12/2022","994.44","1,021.57","1,027.23","994.44","739.30K","-2.12%"
"09/12/2022","1,015.94","1,017.68","1,022.90","1,002.71","663.96K","0.39%"
"08/12/2022","1,011.96","1,005.24","1,034.23","1,003.63","790.27K","1.91%"
"07/12/2022","993.03","999.39","1,010.74","984.58","714.14K","-1.02%"
"06/12/2022","1,003.22","1,046.12","1,047.37","1,003.22","1.22M","-4.33%"
"05/12/2022","1,048.61","1,035.28","1,056.28","1,035.28","974.55K","1.65%"
"02/12/2022","1,031.60","984.36","1,031.60","981.31","925.92K","4.33%"
"01/12/2022","988.74","1,004.65","1,017.01","986.22","1.13M","-0.42%"
"30/11/2022","992.89","979.02","992.89","966.79","872.84K","2.03%"
"29/11/2022","973.14","954.38","973.14","941.80","999.95K","2.49%"
"28/11/2022","949.53","924.59","949.88","923.78","777.82K","3.87%"
"25/11/2022","914.13","896.40","914.13","896.32","491.23K","2.87%"
"24/11/2022","888.65","881.72","890.26","873.06","424.56K","0.17%"
"23/11/2022","887.18","890.29","900.63","883.13","436.21K","-0.87%"
"22/11/2022","894.97","899.68","926.74","889.14","890.23K","-0.55%"
"21/11/2022","899.95","910.22","912.09","895.57","466.07K","-0.87%"
"18/11/2022","907.85","902.64","912.03","877.77","743.00K","0.39%"
"17/11/2022","904.30","879.20","907.37","879.20","530.43K","3.00%"
"16/11/2022","878.00","820.30","878.00","806.34","839.33K","3.88%"
"15/11/2022","845.18","860.85","864.24","834.94","501.13K","-3.78%"
"14/11/2022","878.35","890.69","890.69","862.55","523.18K","-2.02%"
"11/11/2022","896.47","900.68","911.21","893.03","577.15K","0.41%"
"10/11/2022","892.85","925.00","925.00","883.38","564.90K","-4.58%"
"09/11/2022","935.69","939.11","950.26","927.90","426.14K","-0.24%"
"08/11/2022","937.96","915.55","938.50","910.56","470.29K","0.58%"
"07/11/2022","932.52","956.36","961.86","930.16","458.81K","-3.04%"
"04/11/2022","961.80","976.02","977.36","941.88","607.58K","-2.75%"
"03/11/2022","988.99","977.78","993.72","976.77","358.31K","-0.15%"
"02/11/2022","990.52","1,001.54","1,003.61","987.55","422.49K","-1.11%"
"01/11/2022","1,001.63","994.94","1,012.10","994.94","514.52K","0.83%"
"31/10/2022","993.43","995.10","999.45","968.59","512.95K","-0.38%"
"28/10/2022","997.25","1,006.19","1,014.19","995.03","447.97K","-0.03%"
"27/10/2022","997.53","959.06","997.53","954.53","497.13K","4.07%"
"26/10/2022","958.55","966.36","970.28","948.01","309.10K","-0.42%"
"25/10/2022","962.59","945.81","977.96","923.07","596.41K","1.34%"
"24/10/2022","949.84","986.00","987.94","939.27","462.43K","-3.67%"
"21/10/2022","986.04","1,030.71","1,030.71","978.57","551.35K","-4.23%"
"20/10/2022","1,029.55","1,030.87","1,036.55","1,021.16","303.86K","-0.44%"
"19/10/2022","1,034.07","1,039.95","1,041.35","1,026.63","292.07K","-0.40%"
"18/10/2022","1,038.26","1,043.04","1,048.07","1,032.65","404.11K","0.90%"
"17/10/2022","1,029.04","1,027.64","1,029.04","1,008.70","353.98K","-0.66%"
"14/10/2022","1,035.83","1,039.14","1,044.00","1,030.48","439.00K","1.28%"
"13/10/2022","1,022.70","1,009.73","1,022.70","999.79","330.72K","1.29%"
"12/10/2022","1,009.64","977.28","1,013.45","973.74","458.57K","3.26%"
"11/10/2022","977.75","1,009.77","1,009.77","966.65","500.38K","-3.75%"
"10/10/2022","1,015.88","996.83","1,024.97","986.07","465.61K","0.43%"
"07/10/2022","1,011.54","1,033.13","1,035.02","999.06","690.03K","-3.87%"
"06/10/2022","1,052.24","1,089.11","1,091.05","1,049.77","417.45K","-3.26%"
"05/10/2022","1,087.69","1,077.99","1,095.22","1,077.17","336.91K","2.45%"
"04/10/2022","1,061.71","1,084.51","1,087.71","1,056.28","436.84K","-0.94%"
"03/10/2022","1,071.75","1,114.66","1,116.24","1,067.50","417.30K","-4.57%"
"30/09/2022","1,123.09","1,111.95","1,127.21","1,091.90","527.48K","0.34%"
"29/09/2022","1,119.26","1,141.10","1,150.82","1,119.26","353.69K","-1.36%"
"28/09/2022","1,134.72","1,148.21","1,152.31","1,133.45","410.03K","-1.76%"
"27/09/2022","1,155.05","1,163.54","1,167.47","1,154.02","355.77K","-0.46%"
"26/09/2022","1,160.42","1,175.23","1,178.43","1,146.87","608.44K","-2.83%"
"23/09/2022","1,194.23","1,205.77","1,208.80","1,192.55","363.20K","-1.03%"
"22/09/2022","1,206.65","1,191.11","1,206.65","1,186.80","375.35K","0.46%"
"21/09/2022","1,201.16","1,205.48","1,208.31","1,196.19","279.43K","-0.86%"
"20/09/2022","1,211.57","1,204.70","1,211.57","1,190.39","363.39K","1.14%"
"19/09/2022","1,197.92","1,225.92","1,227.58","1,194.71","548.28K","-2.36%"
"16/09/2022","1,226.93","1,239.25","1,242.17","1,223.55","508.99K","-1.21%"
"15/09/2022","1,241.94","1,246.82","1,248.35","1,240.31","336.26K","0.17%"
"14/09/2022","1,239.87","1,226.25","1,240.73","1,225.18","493.34K","-0.43%"
"13/09/2022","1,245.21","1,247.94","1,249.06","1,240.25","355.60K","-0.06%"
"12/09/2022","1,245.90","1,253.58","1,255.25","1,245.90","328.71K","-0.08%"
"09/09/2022","1,246.87","1,241.38","1,246.87","1,224.63","479.66K","1.07%"
"08/09/2022","1,233.68","1,249.78","1,249.94","1,233.68","458.18K","-0.60%"
"07/09/2022","1,241.18","1,273.23","1,273.65","1,241.18","683.31K","-2.68%"
"06/09/2022","1,275.32","1,276.17","1,283.18","1,275.32","461.45K","0.04%"
"05/09/2022","1,274.76","1,276.44","1,281.14","1,271.73","396.88K","-0.15%"
"31/08/2022","1,276.72","1,268.61","1,279.94","1,267.13","391.76K","0.33%"
"30/08/2022","1,272.50","1,272.05","1,284.01","1,269.76","413.59K","0.05%"
"29/08/2022","1,271.83","1,273.04","1,273.04","1,248.79","693.21K","-1.06%"
"26/08/2022","1,285.43","1,294.68","1,297.64","1,282.98","527.60K","-0.47%"
"25/08/2022","1,291.46","1,281.38","1,291.49","1,281.38","476.95K","1.02%"
"24/08/2022","1,278.45","1,276.14","1,281.80","1,273.71","448.88K","0.42%"
"23/08/2022","1,273.07","1,252.86","1,273.07","1,252.86","448.77K","0.85%"
"22/08/2022","1,262.31","1,269.38","1,271.60","1,255.92","473.27K","-0.61%"
"19/08/2022","1,270.06","1,274.56","1,279.36","1,264.20","490.02K","-0.42%"
"18/08/2022","1,275.42","1,275.61","1,284.99","1,270.59","477.24K","-0.19%"
"17/08/2022","1,277.79","1,278.64","1,283.76","1,274.36","558.66K","0.12%"
"16/08/2022","1,276.20","1,274.51","1,277.81","1,272.00","500.18K","0.15%"
"15/08/2022","1,274.30","1,267.68","1,274.84","1,266.68","505.49K","1.06%"
"12/08/2022","1,260.90","1,248.97","1,260.90","1,245.73","448.45K","0.84%"
"11/08/2022","1,250.36","1,264.85","1,271.80","1,244.99","643.69K","-0.70%"
"10/08/2022","1,259.22","1,259.60","1,264.11","1,257.76","487.76K","-0.20%"
"09/08/2022","1,261.72","1,261.34","1,265.50","1,255.42","543.22K","0.37%"
"08/08/2022","1,257.13","1,252.00","1,259.83","1,251.10","524.21K","0.43%"
"05/08/2022","1,251.80","1,249.05","1,252.84","1,243.88","523.80K","-0.04%"
"04/08/2022","1,252.26","1,252.91","1,257.84","1,246.74","556.62K","0.30%"
"03/08/2022","1,248.54","1,234.39","1,249.09","1,232.16","599.96K","0.59%"
"02/08/2022","1,241.19","1,233.10","1,241.70","1,228.31","610.65K","0.66%"
"01/08/2022","1,233.07","1,208.20","1,233.07","1,208.20","594.83K","2.06%"
"29/07/2022","1,208.17","1,218.05","1,218.62","1,208.17","448.21K","-0.34%"
"28/07/2022","1,212.26","1,195.34","1,218.14","1,195.34","518.23K","1.43%"
"27/07/2022","1,195.19","1,190.07","1,195.19","1,183.64","320.67K","0.39%"
"26/07/2022","1,190.53","1,195.97","1,200.64","1,189.97","317.47K","-0.47%"
"25/07/2022","1,196.14","1,201.64","1,204.36","1,192.49","331.06K","-0.60%"
"22/07/2022","1,203.31","1,211.57","1,215.21","1,203.31","361.37K","-0.45%"
"21/07/2022","1,208.74","1,204.83","1,213.38","1,204.63","405.26K","0.49%"
"20/07/2022","1,202.83","1,195.46","1,207.48","1,193.51","470.58K","1.42%"
"19/07/2022","1,186.04","1,186.22","1,187.99","1,176.52","379.54K","-0.09%"
"18/07/2022","1,187.08","1,195.81","1,196.56","1,184.94","384.07K","-0.23%"
"15/07/2022","1,189.85","1,193.53","1,200.03","1,188.57","461.18K","-0.13%"
"14/07/2022","1,191.37","1,179.54","1,192.31","1,179.03","397.46K","0.58%"
"13/07/2022","1,184.52","1,185.48","1,193.45","1,182.57","400.46K","-0.13%"
"12/07/2022","1,186.08","1,167.14","1,186.08","1,164.98","386.85K","1.60%"
"11/07/2022","1,167.37","1,179.66","1,180.85","1,158.26","388.65K","-1.58%"
"08/07/2022","1,186.16","1,185.55","1,190.21","1,179.05","367.61K","0.74%"
"07/07/2022","1,177.41","1,161.87","1,177.41","1,157.01","289.55K","1.28%"
"06/07/2022","1,162.52","1,190.83","1,190.83","1,162.52","397.56K","-2.55%"
"05/07/2022","1,192.98","1,208.56","1,210.27","1,191.58","433.31K","-1.07%"
"04/07/2022","1,205.83","1,211.67","1,218.64","1,201.34","327.68K","-0.10%"
"01/07/2022","1,206.98","1,198.83","1,210.86","1,175.66","392.75K","0.37%"
"30/06/2022","1,202.51","1,229.18","1,230.79","1,202.51","382.41K","-2.04%"
"29/06/2022","1,227.60","1,215.46","1,230.21","1,215.38","400.32K","0.01%"
"28/06/2022","1,227.48","1,210.14","1,229.08","1,205.82","435.71K","1.38%"
"27/06/2022","1,210.75","1,194.54","1,210.75","1,193.90","347.09K","1.64%"
"24/06/2022","1,191.20","1,195.12","1,201.87","1,191.20","324.28K","-0.19%"
"23/06/2022","1,193.41","1,172.36","1,193.41","1,166.38","311.54K","1.81%"
"22/06/2022","1,172.17","1,175.38","1,181.97","1,164.81","439.48K","0.51%"
"21/06/2022","1,166.21","1,167.13","1,185.05","1,157.90","525.79K","-0.93%"
"20/06/2022","1,177.20","1,214.15","1,219.71","1,175.08","510.23K","-3.07%"
"17/06/2022","1,214.54","1,211.00","1,217.48","1,189.36","572.47K","-2.00%"
"16/06/2022","1,239.29","1,233.98","1,248.48","1,228.01","447.91K","1.75%"
"15/06/2022","1,217.99","1,236.36","1,240.02","1,195.21","537.14K","-1.25%"
"14/06/2022","1,233.36","1,219.96","1,246.68","1,217.53","441.92K","-0.23%"
"13/06/2022","1,236.26","1,265.79","1,276.05","1,236.26","577.68K","-5.01%"
"10/06/2022","1,301.51","1,313.64","1,327.38","1,301.51","473.49K","-1.73%"
"09/06/2022","1,324.47","1,326.04","1,328.43","1,315.54","365.56K","0.13%"
"08/06/2022","1,322.76","1,307.31","1,329.08","1,303.84","460.63K","1.76%"
"07/06/2022","1,299.93","1,296.78","1,299.93","1,268.92","514.93K","-0.13%"
"06/06/2022","1,301.66","1,305.43","1,317.77","1,298.38","438.87K","-0.29%"
"03/06/2022","1,305.42","1,304.59","1,309.86","1,290.43","352.98K","0.11%"
"02/06/2022","1,304.01","1,317.80","1,321.41","1,297.96","437.24K","-0.84%"
"01/06/2022","1,315.08","1,308.75","1,318.02","1,299.08","416.21K","0.22%"
"31/05/2022","1,312.15","1,320.01","1,320.15","1,303.83","439.41K","-0.64%"
"30/05/2022","1,320.59","1,314.50","1,321.47","1,307.82","387.28K","0.66%"
"27/05/2022","1,311.99","1,291.50","1,315.05","1,290.73","457.66K","1.71%"
"26/05/2022","1,289.92","1,291.39","1,299.19","1,283.99","422.82K","0.05%"
"25/05/2022","1,289.32","1,254.52","1,289.32","1,251.31","519.43K","3.26%"
"24/05/2022","1,248.63","1,233.12","1,248.63","1,214.45","401.00K","1.29%"
"23/05/2022","1,232.75","1,263.89","1,263.98","1,221.77","411.56K","-1.96%"
"20/05/2022","1,257.42","1,256.63","1,270.04","1,248.13","375.77K","0.20%"
"19/05/2022","1,254.95","1,226.31","1,261.80","1,224.76","379.97K","-0.07%"
"18/05/2022","1,255.84","1,257.11","1,268.71","1,240.85","427.34K","0.98%"
"17/05/2022","1,243.67","1,174.48","1,243.67","1,166.86","452.80K","5.19%"
"16/05/2022","1,182.27","1,219.70","1,226.97","1,180.47","465.21K","-0.87%"
"13/05/2022","1,192.63","1,248.15","1,253.40","1,188.02","612.68K","-4.75%"
"12/05/2022","1,252.04","1,308.42","1,310.13","1,252.04","429.19K","-5.21%"
"11/05/2022","1,320.89","1,314.13","1,324.23","1,295.53","320.44K","0.72%"
"10/05/2022","1,311.45","1,281.60","1,311.45","1,248.63","521.03K","1.87%"
"09/05/2022","1,287.33","1,331.54","1,333.74","1,281.68","533.40K","-4.72%"
"06/05/2022","1,351.15","1,378.17","1,378.17","1,351.15","438.92K","-2.54%"
"05/05/2022","1,386.43","1,392.93","1,393.33","1,356.84","445.37K","0.47%"
"04/05/2022","1,379.90","1,402.40","1,402.48","1,379.90","432.89K","-1.82%"
"29/04/2022","1,405.42","1,383.22","1,405.75","1,377.47","455.25K","1.58%"
"28/04/2022","1,383.60","1,384.45","1,393.95","1,377.57","394.71K","-0.06%"
"27/04/2022","1,384.46","1,370.64","1,387.77","1,345.17","400.55K","0.85%"
"26/04/2022","1,372.78","1,315.88","1,372.78","1,286.71","578.79K","2.50%"
"25/04/2022","1,339.30","1,416.22","1,417.79","1,331.69","590.10K","-5.45%"
"22/04/2022","1,416.54","1,419.43","1,435.20","1,387.90","684.49K","0.42%"
"21/04/2022","1,410.68","1,416.90","1,434.55","1,395.03","627.47K","-0.86%"
"20/04/2022","1,422.88","1,440.17","1,449.63","1,422.88","557.46K","-1.33%"
"19/04/2022","1,442.00","1,477.56","1,484.98","1,442.00","566.50K","-2.18%"
"18/04/2022","1,474.19","1,501.49","1,501.49","1,466.43","684.48K","-2.06%"
"15/04/2022","1,505.15","1,523.65","1,528.88","1,502.51","549.35K","-1.47%"
"14/04/2022","1,527.59","1,536.43","1,541.04","1,526.58","409.69K","-0.34%"
"13/04/2022","1,532.73","1,511.37","1,532.73","1,498.67","551.06K","1.70%"
"12/04/2022","1,507.13","1,539.29","1,542.56","1,507.13","556.85K","-1.71%"
"08/04/2022","1,533.35","1,556.39","1,562.02","1,533.35","610.33K","-1.51%"
"07/04/2022","1,556.85","1,579.61","1,581.56","1,556.85","657.10K","-1.28%"
"06/04/2022","1,577.04","1,563.75","1,580.83","1,559.64","773.19K","0.33%"
"05/04/2022","1,571.80","1,575.60","1,582.45","1,571.42","564.31K","-0.43%"
"04/04/2022","1,578.63","1,588.82","1,589.19","1,578.63","625.75K","0.32%"
"01/04/2022","1,573.52","1,540.52","1,573.52","1,536.58","762.40K","1.93%"
"31/03/2022","1,543.71","1,545.10","1,551.52","1,539.57","524.39K","0.09%"
"30/03/2022","1,542.28","1,544.70","1,558.31","1,534.30","733.74K","-0.51%"
"29/03/2022","1,550.13","1,535.24","1,551.89","1,535.24","579.10K","1.09%"
"28/03/2022","1,533.45","1,549.02","1,549.02","1,521.73","819.34K","-1.03%"
"25/03/2022","1,549.39","1,547.98","1,552.50","1,544.95","616.05K","0.19%"
"24/03/2022","1,546.50","1,550.72","1,553.79","1,542.68","650.42K","-0.21%"
"23/03/2022","1,549.74","1,553.75","1,561.01","1,549.03","668.96K","-0.10%"
"22/03/2022","1,551.35","1,546.06","1,556.03","1,544.99","745.21K","0.72%"
"21/03/2022","1,540.30","1,517.73","1,540.30","1,517.73","607.66K","1.71%"
"18/03/2022","1,514.40","1,511.69","1,520.70","1,511.69","632.06K","0.46%"
"17/03/2022","1,507.51","1,515.66","1,516.46","1,506.82","574.01K","0.02%"
"16/03/2022","1,507.19","1,507.75","1,510.28","1,502.35","455.97K","0.50%"
"15/03/2022","1,499.64","1,489.83","1,500.48","1,482.64","541.20K","0.67%"
"14/03/2022","1,489.67","1,501.82","1,504.36","1,482.28","678.24K","-1.27%"
"11/03/2022","1,508.76","1,519.31","1,522.90","1,500.43","726.35K","-0.78%"
"10/03/2022","1,520.58","1,519.53","1,532.06","1,519.53","537.67K","0.37%"
"09/03/2022","1,514.95","1,516.84","1,521.45","1,498.72","751.86K","0.16%"
"08/03/2022","1,512.54","1,526.24","1,534.50","1,511.65","842.01K","-1.64%"
"07/03/2022","1,537.78","1,539.47","1,546.05","1,532.09","797.40K","-0.61%"
"04/03/2022","1,547.16","1,546.37","1,552.25","1,543.48","740.58K","0.29%"
"03/03/2022","1,542.67","1,526.60","1,542.67","1,521.43","779.18K","1.56%"
"02/03/2022","1,518.96","1,534.97","1,536.72","1,512.99","761.08K","-1.20%"
"01/03/2022","1,537.48","1,532.99","1,541.41","1,531.08","687.17K","0.55%"
"28/02/2022","1,529.13","1,536.83","1,542.47","1,524.84","600.30K","-0.50%"
"25/02/2022","1,536.78","1,539.51","1,548.15","1,536.78","620.72K","0.57%"
"24/02/2022","1,528.11","1,544.87","1,549.06","1,501.34","957.66K","-1.10%"
"23/02/2022","1,545.15","1,541.00","1,553.74","1,539.62","570.08K","0.64%"
"22/02/2022","1,535.26","1,541.73","1,541.73","1,513.80","767.22K","-0.51%"
"21/02/2022","1,543.13","1,536.33","1,549.47","1,532.19","633.81K","0.49%"
"18/02/2022","1,535.55","1,522.49","1,536.53","1,520.91","578.58K","-0.03%"
"17/02/2022","1,535.99","1,521.29","1,535.99","1,521.29","510.47K","1.00%"
"16/02/2022","1,520.76","1,526.82","1,526.89","1,515.59","535.45K","0.17%"
"15/02/2022","1,518.24","1,499.36","1,519.50","1,496.15","461.76K","1.45%"
"14/02/2022","1,496.50","1,514.31","1,524.58","1,496.50","652.17K","-2.31%"
"11/02/2022","1,531.82","1,528.24","1,536.50","1,526.34","498.42K","-0.05%"
"10/02/2022","1,532.54","1,538.55","1,541.00","1,521.36","524.04K","-0.08%"
"09/02/2022","1,533.84","1,528.72","1,541.65","1,528.13","641.04K","0.46%"
"08/02/2022","1,526.87","1,517.20","1,531.20","1,514.29","603.63K","0.51%"
"07/02/2022","1,519.16","1,523.15","1,530.30","1,518.86","452.33K","0.93%"
"28/01/2022","1,505.15","1,489.19","1,507.28","1,487.87","530.18K","1.00%"
"27/01/2022","1,490.30","1,495.93","1,503.87","1,481.45","427.06K","-0.71%"
"26/01/2022","1,501.03","1,501.62","1,510.63","1,498.82","623.37K","0.28%"
"25/01/2022","1,496.87","1,449.35","1,496.87","1,446.65","562.88K","2.74%"
"24/01/2022","1,457.02","1,491.83","1,493.15","1,452.29","638.19K","-2.77%"
"21/01/2022","1,498.55","1,496.45","1,505.46","1,491.95","674.00K","0.63%"
"20/01/2022","1,489.10","1,467.30","1,494.00","1,463.26","624.56K","1.29%"
"19/01/2022","1,470.14","1,461.88","1,473.43","1,459.86","443.12K","0.44%"
"18/01/2022","1,463.74","1,464.67","1,479.14","1,451.93","559.88K","-1.11%"
"17/01/2022","1,480.11","1,537.11","1,540.41","1,480.11","737.65K","-3.57%"
"14/01/2022","1,534.93","1,530.32","1,544.94","1,518.15","594.64K","-0.37%"
"13/01/2022","1,540.56","1,561.47","1,569.37","1,538.80","775.25K","-1.16%"
"12/01/2022","1,558.69","1,536.85","1,558.69","1,512.67","894.65K","1.04%"
"11/01/2022","1,542.61","1,556.12","1,565.04","1,539.29","1.05M","-0.88%"
"10/01/2022","1,556.28","1,581.93","1,591.75","1,556.28","1.08M","-1.65%"
