"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"08/05/2023","1,200.38","1,198.02","1,204.42","1,197.56","144.90K","0.56%"
"05/05/2023","1,193.72","1,194.53","1,198.76","1,187.24","103.54K","-0.16%"
"04/05/2023","1,195.66","1,185.65","1,195.66","1,185.15","136.66K","0.63%"
"28/04/2023","1,188.22","1,184.55","1,188.22","1,181.62","112.37K","0.57%"
"27/04/2023","1,181.46","1,181.46","1,184.66","1,178.55","96.35K","0.22%"
"26/04/2023","1,178.90","1,167.57","1,178.90","1,163.76","91.92K","0.81%"
"25/04/2023","1,169.42","1,174.16","1,182.22","1,163.61","127.40K","-0.34%"
"24/04/2023","1,173.37","1,171.45","1,179.11","1,166.77","119.71K","0.36%"
"21/04/2023","1,169.20","1,171.10","1,177.36","1,164.57","111.23K","0.13%"
"20/04/2023","1,167.63","1,163.38","1,168.96","1,160.44","78.86K","0.49%"
"19/04/2023","1,161.89","1,173.16","1,174.36","1,159.54","92.83K","-0.67%"
"18/04/2023","1,169.75","1,159.88","1,169.75","1,156.79","105.17K","0.97%"
"17/04/2023","1,158.50","1,156.76","1,160.08","1,153.49","86.31K","0.14%"
"14/04/2023","1,156.89","1,177.69","1,180.22","1,156.89","147.87K","-1.57%"
"13/04/2023","1,175.36","1,184.36","1,185.44","1,172.54","139.39K","-0.65%"
"12/04/2023","1,183.09","1,182.74","1,185.68","1,177.40","141.06K","0.33%"
"11/04/2023","1,179.21","1,166.95","1,179.21","1,157.36","148.02K","0.97%"
"10/04/2023","1,167.88","1,177.98","1,184.54","1,163.19","194.29K","-0.09%"
"07/04/2023","1,168.96","1,164.26","1,169.85","1,158.72","155.43K","0.58%"
"06/04/2023","1,162.25","1,176.28","1,186.25","1,162.25","263.15K","-0.66%"
"05/04/2023","1,169.97","1,157.24","1,169.97","1,156.93","188.36K","1.04%"
"04/04/2023","1,157.93","1,147.62","1,157.93","1,145.67","192.93K","1.23%"
"03/04/2023","1,143.88","1,132.60","1,143.88","1,132.60","162.58K","1.85%"
"31/03/2023","1,123.11","1,119.63","1,124.58","1,112.83","112.32K","0.43%"
"30/03/2023","1,118.32","1,125.35","1,127.74","1,117.48","120.12K","-0.06%"
"29/03/2023","1,118.99","1,116.36","1,118.99","1,111.90","86.24K","0.21%"
"28/03/2023","1,116.70","1,119.67","1,125.64","1,116.38","136.07K","0.17%"
"27/03/2023","1,114.84","1,107.57","1,114.86","1,105.61","108.70K","0.85%"
"24/03/2023","1,105.46","1,105.66","1,107.61","1,102.66","107.68K","0.41%"
"23/03/2023","1,100.95","1,096.55","1,100.95","1,093.92","65.45K","0.05%"
"22/03/2023","1,100.44","1,099.61","1,104.67","1,098.20","70.06K","0.09%"
"21/03/2023","1,099.40","1,094.86","1,099.40","1,087.06","66.58K","0.71%"
"20/03/2023","1,091.65","1,105.82","1,110.90","1,090.78","88.02K","-1.50%"
"17/03/2023","1,108.33","1,112.28","1,115.12","1,103.98","66.02K","0.20%"
"16/03/2023","1,106.09","1,115.83","1,115.83","1,103.43","81.73K","-1.30%"
"15/03/2023","1,120.66","1,094.40","1,120.66","1,094.40","115.30K","2.75%"
"14/03/2023","1,090.64","1,108.83","1,109.98","1,086.06","110.30K","-1.61%"
"13/03/2023","1,108.46","1,109.20","1,113.49","1,107.02","105.33K","-0.83%"
"10/03/2023","1,117.74","1,120.46","1,121.97","1,113.34","86.66K","-0.58%"
"09/03/2023","1,124.25","1,123.29","1,126.16","1,118.55","99.56K","0.50%"
"08/03/2023","1,118.70","1,101.37","1,118.70","1,100.53","110.09K","1.06%"
"07/03/2023","1,107.00","1,104.44","1,107.25","1,099.01","82.84K","0.45%"
"06/03/2023","1,102.03","1,108.36","1,117.28","1,102.03","80.77K","0.26%"
"03/03/2023","1,099.13","1,108.02","1,112.17","1,098.03","90.66K","-0.73%"
"02/03/2023","1,107.16","1,113.90","1,117.49","1,104.93","74.65K","-0.48%"
"01/03/2023","1,112.47","1,091.55","1,112.47","1,085.74","110.56K","1.66%"
"28/02/2023","1,094.31","1,101.20","1,106.96","1,089.08","104.99K","-0.08%"
"27/02/2023","1,095.14","1,115.81","1,115.81","1,094.26","122.77K","-2.11%"
"24/02/2023","1,118.79","1,133.87","1,135.72","1,116.15","116.23K","-1.20%"
"23/02/2023","1,132.36","1,131.88","1,133.20","1,102.80","154.92K","0.01%"
"22/02/2023","1,132.28","1,150.68","1,154.40","1,132.28","217.19K","-1.95%"
"21/02/2023","1,154.77","1,159.68","1,164.78","1,149.51","181.84K","0.38%"
"20/02/2023","1,150.36","1,122.65","1,150.36","1,122.55","130.93K","2.78%"
"17/02/2023","1,119.28","1,117.50","1,124.86","1,113.03","103.55K","0.07%"
"16/02/2023","1,118.54","1,108.98","1,118.54","1,106.36","88.78K","1.38%"
"15/02/2023","1,103.36","1,083.96","1,106.40","1,083.96","104.01K","1.76%"
"14/02/2023","1,084.28","1,079.49","1,086.54","1,076.21","67.42K","0.85%"
"13/02/2023","1,075.18","1,101.46","1,101.48","1,068.73","138.30K","-3.00%"
"10/02/2023","1,108.44","1,121.86","1,123.21","1,106.88","86.01K","-1.32%"
"09/02/2023","1,123.27","1,120.16","1,126.16","1,119.08","91.90K","0.47%"
"08/02/2023","1,118.04","1,113.14","1,122.85","1,096.51","98.13K","0.57%"
"07/02/2023","1,111.75","1,131.16","1,136.22","1,109.53","114.64K","-1.54%"
"06/02/2023","1,129.18","1,125.63","1,129.36","1,119.47","80.23K","0.32%"
"03/02/2023","1,125.63","1,124.36","1,130.75","1,116.96","91.96K","0.41%"
"02/02/2023","1,121.03","1,133.99","1,139.15","1,114.12","113.95K","-1.17%"
"01/02/2023","1,134.25","1,173.53","1,175.85","1,133.54","170.40K","-2.89%"
"31/01/2023","1,168.06","1,153.88","1,168.06","1,144.79","127.18K","0.98%"
"30/01/2023","1,156.75","1,152.72","1,165.31","1,147.36","154.43K","0.63%"
"27/01/2023","1,149.55","1,149.25","1,154.19","1,146.27","102.12K","0.80%"
"19/01/2023","1,140.40","1,128.23","1,140.40","1,127.69","94.18K","0.94%"
"18/01/2023","1,129.74","1,117.46","1,129.74","1,116.88","99.54K","1.38%"
"17/01/2023","1,114.36","1,095.60","1,114.36","1,095.58","92.36K","1.93%"
"16/01/2023","1,093.27","1,093.54","1,096.92","1,085.07","71.86K","-0.03%"
"13/01/2023","1,093.61","1,096.17","1,100.98","1,088.08","75.78K","0.11%"
"12/01/2023","1,092.45","1,094.78","1,094.78","1,085.78","66.49K","0.18%"
"11/01/2023","1,090.50","1,090.66","1,099.10","1,090.27","77.02K","0.41%"
"10/01/2023","1,086.02","1,081.23","1,088.51","1,069.20","74.93K","0.39%"
"09/01/2023","1,081.85","1,092.59","1,095.62","1,081.85","62.02K","-0.69%"
"06/01/2023","1,089.37","1,102.06","1,106.86","1,084.98","88.33K","-0.94%"
"05/01/2023","1,099.66","1,094.30","1,099.66","1,086.82","82.84K","0.50%"
"04/01/2023","1,094.22","1,104.67","1,110.62","1,091.00","116.25K","-0.22%"
"03/01/2023","1,096.60","1,065.28","1,096.60","1,065.07","90.21K","3.05%"
"30/12/2022","1,064.10","1,060.27","1,064.10","1,054.23","60.68K","0.68%"
"29/12/2022","1,056.93","1,056.41","1,061.89","1,050.49","68.26K","-0.24%"
"28/12/2022","1,059.42","1,057.32","1,059.68","1,048.71","60.79K","0.62%"
"27/12/2022","1,052.86","1,019.54","1,052.86","1,019.51","77.59K","2.45%"
"26/12/2022","1,027.67","1,064.03","1,066.60","1,027.67","92.70K","-3.47%"
"23/12/2022","1,064.56","1,064.42","1,069.85","1,056.28","60.10K","-0.40%"
"22/12/2022","1,068.83","1,068.51","1,075.51","1,051.09","78.63K","0.19%"
"21/12/2022","1,066.79","1,090.89","1,092.63","1,048.90","118.24K","-1.98%"
"20/12/2022","1,088.32","1,111.05","1,116.77","1,071.22","160.80K","-2.42%"
"19/12/2022","1,115.29","1,122.43","1,140.86","1,115.29","144.62K","-0.69%"
"16/12/2022","1,123.07","1,105.58","1,125.10","1,104.23","124.90K","0.58%"
"15/12/2022","1,116.64","1,112.80","1,120.62","1,103.66","104.79K","0.28%"
"14/12/2022","1,113.49","1,106.44","1,119.26","1,106.44","125.89K","0.74%"
"13/12/2022","1,105.27","1,088.78","1,105.27","1,073.55","112.11K","1.43%"
"12/12/2022","1,089.64","1,110.62","1,124.03","1,089.64","136.54K","-1.24%"
"09/12/2022","1,103.33","1,101.72","1,103.33","1,085.25","110.95K","0.65%"
"08/12/2022","1,096.17","1,082.30","1,108.60","1,082.30","142.08K","1.97%"
"07/12/2022","1,074.95","1,090.90","1,103.38","1,070.04","146.01K","-2.35%"
"06/12/2022","1,100.86","1,126.50","1,132.89","1,100.86","222.76K","-2.40%"
"05/12/2022","1,127.93","1,127.45","1,142.38","1,125.15","159.83K","0.64%"
"02/12/2022","1,120.74","1,092.31","1,120.74","1,077.11","146.82K","2.12%"
"01/12/2022","1,097.51","1,104.92","1,118.94","1,087.20","197.58K","0.83%"
"30/11/2022","1,088.48","1,076.19","1,088.48","1,066.70","126.19K","1.69%"
"29/11/2022","1,070.43","1,056.91","1,073.04","1,038.65","178.97K","2.22%"
"28/11/2022","1,047.17","1,029.16","1,047.17","1,028.03","116.31K","3.66%"
"25/11/2022","1,010.18","986.74","1,010.18","986.74","88.89K","3.17%"
"24/11/2022","979.16","974.76","982.40","963.69","78.07K","-0.32%"
"23/11/2022","982.32","994.30","1,001.16","981.13","81.73K","-1.80%"
"22/11/2022","1,000.28","993.59","1,021.68","990.25","138.89K","0.68%"
"21/11/2022","993.51","990.27","998.97","987.34","94.23K","1.07%"
"18/11/2022","983.00","967.55","983.67","942.44","123.04K","1.56%"
"17/11/2022","967.86","949.45","970.23","949.45","84.27K","2.42%"
"16/11/2022","944.95","885.54","944.95","863.56","163.00K","3.98%"
"15/11/2022","908.79","925.20","930.80","898.79","76.41K","-4.72%"
"14/11/2022","953.76","981.34","981.34","940.32","85.75K","-3.53%"
"11/11/2022","988.71","1,007.18","1,015.14","980.22","98.72K","-1.68%"
"10/11/2022","1,005.59","1,044.29","1,044.29","996.99","79.01K","-4.45%"
"09/11/2022","1,052.37","1,053.37","1,066.95","1,045.84","55.05K","0.35%"
"08/11/2022","1,048.74","1,027.87","1,048.74","1,024.97","76.57K","-0.51%"
"07/11/2022","1,054.14","1,092.44","1,096.49","1,051.51","76.11K","-4.16%"
"04/11/2022","1,099.85","1,131.32","1,131.53","1,090.56","85.02K","-3.30%"
"03/11/2022","1,137.37","1,134.45","1,144.54","1,133.22","67.26K","-0.57%"
"02/11/2022","1,143.93","1,146.52","1,152.60","1,137.62","61.84K","-0.22%"
"01/11/2022","1,146.49","1,140.14","1,152.18","1,139.56","72.23K","0.83%"
"31/10/2022","1,137.08","1,142.22","1,145.40","1,110.04","75.35K","-0.35%"
"28/10/2022","1,141.08","1,145.26","1,157.39","1,140.34","82.60K","0.69%"
"27/10/2022","1,133.28","1,090.10","1,133.28","1,089.84","80.64K","3.51%"
"26/10/2022","1,094.89","1,114.77","1,124.98","1,088.58","66.33K","-1.71%"
"25/10/2022","1,113.96","1,108.94","1,139.16","1,081.60","103.73K","-1.06%"
"24/10/2022","1,125.87","1,170.50","1,170.50","1,119.50","86.31K","-3.82%"
"21/10/2022","1,170.61","1,226.35","1,227.42","1,167.71","94.83K","-4.73%"
"20/10/2022","1,228.73","1,240.36","1,242.29","1,223.19","54.78K","-1.12%"
"19/10/2022","1,242.62","1,247.36","1,252.31","1,239.04","56.40K","-0.13%"
"18/10/2022","1,244.23","1,248.21","1,257.84","1,240.11","81.39K","0.77%"
"17/10/2022","1,234.69","1,224.53","1,234.69","1,211.92","64.18K","0.47%"
"14/10/2022","1,228.86","1,219.86","1,231.60","1,219.86","79.04K","1.95%"
"13/10/2022","1,205.39","1,203.47","1,211.16","1,195.38","61.48K","0.34%"
"12/10/2022","1,201.30","1,176.62","1,212.03","1,169.56","83.29K","1.55%"
"11/10/2022","1,182.91","1,231.13","1,231.13","1,178.85","82.45K","-4.15%"
"10/10/2022","1,234.09","1,197.47","1,234.30","1,185.02","77.75K","1.62%"
"07/10/2022","1,214.44","1,243.72","1,247.24","1,202.36","122.24K","-3.90%"
"06/10/2022","1,263.77","1,314.62","1,315.25","1,259.73","82.58K","-3.60%"
"05/10/2022","1,310.92","1,282.48","1,310.92","1,282.28","70.74K","3.44%"
"04/10/2022","1,267.35","1,298.30","1,302.18","1,263.04","82.33K","-1.63%"
"03/10/2022","1,288.30","1,344.60","1,345.06","1,285.25","79.19K","-4.61%"
"30/09/2022","1,350.63","1,333.93","1,350.63","1,288.34","115.90K","0.54%"
"29/09/2022","1,343.35","1,381.90","1,391.61","1,343.35","89.11K","-2.18%"
"28/09/2022","1,373.33","1,396.76","1,400.37","1,368.26","101.11K","-2.00%"
"27/09/2022","1,401.32","1,414.00","1,419.93","1,398.18","88.69K","-0.73%"
"26/09/2022","1,411.58","1,439.33","1,442.31","1,395.73","132.11K","-3.68%"
"23/09/2022","1,465.51","1,476.02","1,481.15","1,463.01","90.35K","-0.57%"
"22/09/2022","1,473.93","1,441.93","1,473.93","1,440.04","90.04K","1.40%"
"21/09/2022","1,453.62","1,448.78","1,459.74","1,443.93","66.42K","-0.38%"
"20/09/2022","1,459.18","1,453.64","1,459.18","1,417.92","90.61K","0.91%"
"19/09/2022","1,446.08","1,500.66","1,500.66","1,445.84","117.23K","-3.74%"
"16/09/2022","1,502.23","1,523.88","1,525.65","1,498.91","103.28K","-1.68%"
"15/09/2022","1,527.87","1,533.45","1,535.21","1,525.25","72.15K","0.15%"
"14/09/2022","1,525.54","1,498.49","1,525.54","1,498.49","85.93K","-0.03%"
"13/09/2022","1,525.95","1,526.52","1,527.45","1,513.73","63.47K","0.01%"
"12/09/2022","1,525.78","1,530.66","1,534.13","1,520.97","61.00K","0.35%"
"09/09/2022","1,520.49","1,511.17","1,520.49","1,482.68","97.21K","0.99%"
"08/09/2022","1,505.55","1,532.90","1,536.41","1,502.06","104.53K","-1.24%"
"07/09/2022","1,524.49","1,565.57","1,567.70","1,524.49","136.28K","-2.86%"
"06/09/2022","1,569.33","1,575.74","1,580.39","1,569.33","98.71K","-0.30%"
"05/09/2022","1,574.05","1,575.54","1,581.71","1,570.93","82.85K","-0.11%"
"31/08/2022","1,575.78","1,557.63","1,575.78","1,555.83","84.67K","0.63%"
"30/08/2022","1,565.97","1,570.88","1,587.30","1,562.38","90.85K","-0.27%"
"29/08/2022","1,570.19","1,569.77","1,570.19","1,529.36","154.62K","-1.23%"
"26/08/2022","1,589.69","1,606.94","1,609.41","1,585.05","126.01K","-0.88%"
"25/08/2022","1,603.86","1,600.06","1,605.53","1,597.04","111.63K","0.42%"
"24/08/2022","1,597.13","1,590.86","1,597.49","1,587.65","115.23K","0.79%"
"23/08/2022","1,584.69","1,545.99","1,584.69","1,545.99","107.24K","1.60%"
"22/08/2022","1,559.78","1,569.31","1,573.62","1,546.34","122.08K","-0.71%"
"19/08/2022","1,571.01","1,574.35","1,586.65","1,560.90","114.36K","-0.30%"
"18/08/2022","1,575.79","1,578.22","1,581.78","1,565.62","108.63K","-0.42%"
"17/08/2022","1,582.43","1,590.80","1,600.63","1,575.54","139.14K","-0.17%"
"16/08/2022","1,585.05","1,579.93","1,587.97","1,576.34","107.16K","0.31%"
"15/08/2022","1,580.12","1,582.71","1,586.17","1,573.23","95.71K","0.54%"
"12/08/2022","1,571.70","1,549.83","1,573.07","1,547.04","113.02K","0.99%"
"11/08/2022","1,556.22","1,586.64","1,597.87","1,546.62","149.36K","-1.49%"
"10/08/2022","1,579.81","1,571.21","1,584.92","1,568.22","113.57K","0.34%"
"09/08/2022","1,574.43","1,567.38","1,579.24","1,563.26","131.87K","0.59%"
"08/08/2022","1,565.21","1,557.71","1,565.21","1,554.45","137.87K","0.93%"
"05/08/2022","1,550.76","1,531.12","1,550.76","1,525.76","118.47K","1.00%"
"04/08/2022","1,535.36","1,544.82","1,547.92","1,526.81","118.88K","-0.01%"
"03/08/2022","1,535.55","1,511.74","1,535.55","1,509.01","128.27K","1.13%"
"02/08/2022","1,518.39","1,504.89","1,519.11","1,504.66","144.89K","1.05%"
"01/08/2022","1,502.63","1,476.94","1,502.63","1,476.94","117.15K","1.73%"
"29/07/2022","1,477.02","1,482.41","1,490.70","1,473.48","96.45K","-0.02%"
"28/07/2022","1,477.34","1,456.35","1,490.32","1,456.35","103.08K","1.57%"
"27/07/2022","1,454.57","1,443.98","1,454.57","1,431.25","68.22K","0.69%"
"26/07/2022","1,444.59","1,458.50","1,461.87","1,442.06","68.62K","-0.72%"
"25/07/2022","1,455.02","1,460.00","1,465.15","1,446.27","76.38K","-0.57%"
"22/07/2022","1,463.42","1,473.90","1,478.13","1,463.42","80.08K","-0.60%"
"21/07/2022","1,472.18","1,482.58","1,488.42","1,471.58","89.02K","-0.54%"
"20/07/2022","1,480.17","1,459.85","1,486.17","1,457.14","108.47K","2.59%"
"19/07/2022","1,442.87","1,442.59","1,445.78","1,425.98","88.21K","-0.29%"
"18/07/2022","1,447.01","1,447.93","1,458.00","1,440.44","85.96K","0.57%"
"15/07/2022","1,438.81","1,443.27","1,455.24","1,438.81","93.30K","-0.19%"
"14/07/2022","1,441.56","1,420.19","1,441.56","1,419.11","82.38K","0.76%"
"13/07/2022","1,430.62","1,430.59","1,439.89","1,424.66","92.68K","0.61%"
"12/07/2022","1,421.98","1,380.00","1,421.98","1,377.45","86.21K","3.32%"
"11/07/2022","1,376.24","1,385.65","1,396.51","1,362.77","71.65K","-0.92%"
"08/07/2022","1,388.95","1,371.77","1,391.57","1,370.25","68.26K","2.40%"
"07/07/2022","1,356.42","1,343.75","1,356.42","1,331.98","57.96K","0.45%"
"06/07/2022","1,350.32","1,382.44","1,382.44","1,350.32","65.80K","-2.80%"
"05/07/2022","1,389.24","1,423.25","1,427.20","1,388.80","79.54K","-2.57%"
"04/07/2022","1,425.86","1,431.19","1,449.34","1,420.64","58.95K","0.08%"
"01/07/2022","1,424.66","1,409.55","1,431.70","1,375.00","80.24K","0.13%"
"30/06/2022","1,422.86","1,451.91","1,459.45","1,422.86","71.78K","-1.93%"
"29/06/2022","1,450.92","1,442.68","1,458.48","1,435.26","68.83K","-0.17%"
"28/06/2022","1,453.40","1,442.93","1,460.87","1,439.10","86.58K","1.14%"
"27/06/2022","1,436.96","1,417.12","1,440.24","1,412.42","61.67K","1.91%"
"24/06/2022","1,409.96","1,413.00","1,423.83","1,409.70","66.76K","0.44%"
"23/06/2022","1,403.82","1,360.77","1,403.82","1,356.60","62.18K","3.18%"
"22/06/2022","1,360.55","1,365.60","1,376.50","1,344.76","94.50K","0.56%"
"21/06/2022","1,352.91","1,368.60","1,396.71","1,345.42","108.22K","-3.00%"
"20/06/2022","1,394.70","1,444.36","1,456.93","1,393.14","102.21K","-4.00%"
"17/06/2022","1,452.85","1,447.56","1,456.85","1,428.79","107.30K","-2.75%"
"16/06/2022","1,493.98","1,514.96","1,523.75","1,493.98","91.12K","0.11%"
"15/06/2022","1,492.37","1,539.49","1,546.54","1,468.10","117.66K","-2.88%"
"14/06/2022","1,536.56","1,518.51","1,564.74","1,518.17","99.55K","-2.08%"
"13/06/2022","1,569.13","1,592.36","1,611.58","1,564.24","129.96K","-5.32%"
"10/06/2022","1,657.37","1,690.95","1,708.45","1,657.37","102.80K","-2.92%"
"09/06/2022","1,707.30","1,704.82","1,712.53","1,697.12","71.77K","0.45%"
"08/06/2022","1,699.72","1,674.11","1,710.97","1,673.55","95.62K","2.37%"
"07/06/2022","1,660.35","1,653.76","1,660.35","1,611.38","129.06K","0.10%"
"06/06/2022","1,658.77","1,681.06","1,698.98","1,658.77","106.68K","-1.32%"
"03/06/2022","1,681.03","1,684.39","1,692.23","1,657.06","92.78K","-0.32%"
"02/06/2022","1,686.49","1,693.65","1,704.49","1,677.29","109.27K","-0.22%"
"01/06/2022","1,690.15","1,679.37","1,690.15","1,659.08","103.36K","0.37%"
"31/05/2022","1,683.95","1,694.11","1,705.52","1,675.43","118.45K","-0.62%"
"30/05/2022","1,694.54","1,682.38","1,703.71","1,674.98","103.16K","0.84%"
"27/05/2022","1,680.38","1,665.80","1,687.85","1,665.14","126.66K","0.82%"
"26/05/2022","1,666.70","1,659.22","1,675.35","1,654.93","116.27K","0.72%"
"25/05/2022","1,654.83","1,604.40","1,654.83","1,603.04","129.11K","3.55%"
"24/05/2022","1,598.16","1,587.21","1,598.16","1,552.46","87.27K","0.61%"
"23/05/2022","1,588.41","1,621.94","1,626.16","1,570.18","104.93K","-1.18%"
"20/05/2022","1,607.42","1,594.20","1,622.07","1,590.60","95.24K","0.86%"
"19/05/2022","1,593.64","1,554.19","1,597.28","1,554.19","83.79K","-0.39%"
"18/05/2022","1,599.80","1,605.37","1,621.39","1,588.90","93.69K","1.32%"
"17/05/2022","1,578.91","1,482.67","1,578.91","1,474.99","102.09K","5.23%"
"16/05/2022","1,500.41","1,542.60","1,567.89","1,496.58","102.42K","-0.85%"
"13/05/2022","1,513.29","1,580.82","1,597.09","1,509.36","136.58K","-5.68%"
"12/05/2022","1,604.39","1,682.65","1,691.91","1,602.24","102.66K","-5.34%"
"11/05/2022","1,694.83","1,689.49","1,699.55","1,664.07","89.16K","1.15%"
"10/05/2022","1,675.60","1,642.98","1,675.60","1,580.84","134.11K","0.73%"
"09/05/2022","1,663.52","1,728.87","1,730.30","1,663.31","120.09K","-5.92%"
"06/05/2022","1,768.18","1,810.48","1,813.55","1,768.18","100.89K","-3.35%"
"05/05/2022","1,829.55","1,865.65","1,870.30","1,796.35","118.60K","-1.34%"
"04/05/2022","1,854.31","1,863.41","1,873.90","1,849.96","139.36K","-0.56%"
"29/04/2022","1,864.75","1,812.23","1,864.75","1,803.44","126.13K","2.85%"
"28/04/2022","1,813.10","1,804.62","1,836.60","1,804.09","127.41K","0.63%"
"27/04/2022","1,801.81","1,756.59","1,802.42","1,734.58","120.46K","2.47%"
"26/04/2022","1,758.40","1,661.28","1,758.40","1,635.36","149.79K","2.53%"
"25/04/2022","1,715.03","1,807.65","1,812.77","1,706.93","150.50K","-5.38%"
"22/04/2022","1,812.49","1,839.52","1,872.87","1,773.68","237.45K","-2.07%"
"21/04/2022","1,850.75","1,877.05","1,882.94","1,807.45","153.62K","-2.58%"
"20/04/2022","1,899.78","1,955.96","1,959.44","1,899.78","152.01K","-3.62%"
"19/04/2022","1,971.09","2,034.50","2,043.88","1,970.60","161.72K","-3.12%"
"18/04/2022","2,034.49","2,088.01","2,088.01","2,015.66","201.42K","-2.93%"
"15/04/2022","2,095.89","2,103.28","2,122.55","2,089.80","142.58K","-0.89%"
"14/04/2022","2,114.76","2,126.27","2,132.43","2,111.47","115.91K","-0.12%"
"13/04/2022","2,117.24","2,061.75","2,117.24","2,017.47","172.62K","2.47%"
"12/04/2022","2,066.21","2,131.31","2,145.45","2,066.21","170.68K","-3.02%"
"08/04/2022","2,130.62","2,184.24","2,190.69","2,130.62","187.58K","-2.39%"
"07/04/2022","2,182.77","2,225.05","2,229.74","2,182.77","188.16K","-1.82%"
"06/04/2022","2,223.28","2,234.57","2,255.98","2,212.42","234.60K","-1.55%"
"05/04/2022","2,258.21","2,256.51","2,269.44","2,253.01","182.39K","-0.11%"
"04/04/2022","2,260.76","2,261.83","2,273.67","2,254.65","167.17K","0.90%"
"01/04/2022","2,240.62","2,192.12","2,240.62","2,181.05","260.47K","1.30%"
"31/03/2022","2,211.95","2,241.52","2,250.02","2,205.19","187.35K","-1.20%"
"30/03/2022","2,238.82","2,267.56","2,290.09","2,220.44","263.11K","-2.08%"
"29/03/2022","2,286.35","2,258.76","2,292.26","2,258.76","231.13K","1.38%"
"28/03/2022","2,255.24","2,280.22","2,280.22","2,225.89","272.35K","-1.25%"
"25/03/2022","2,283.74","2,266.27","2,286.75","2,266.08","233.80K","0.99%"
"24/03/2022","2,261.28","2,238.15","2,264.42","2,236.88","239.86K","1.11%"
"23/03/2022","2,236.46","2,228.73","2,246.75","2,228.66","229.95K","0.60%"
"22/03/2022","2,223.19","2,228.84","2,234.44","2,219.29","255.54K","0.15%"
"21/03/2022","2,219.84","2,195.72","2,219.84","2,195.72","221.13K","1.32%"
"18/03/2022","2,191.02","2,184.36","2,198.04","2,184.24","228.70K","0.66%"
"17/03/2022","2,176.68","2,173.43","2,182.41","2,166.14","203.03K","0.97%"
"16/03/2022","2,155.80","2,147.37","2,162.28","2,146.36","156.74K","1.12%"
"15/03/2022","2,131.84","2,115.53","2,135.91","2,103.49","165.17K","0.79%"
"14/03/2022","2,115.06","2,135.59","2,142.61","2,091.09","202.27K","-1.46%"
"11/03/2022","2,146.49","2,167.06","2,181.09","2,137.20","229.61K","-0.94%"
"10/03/2022","2,166.84","2,151.05","2,175.75","2,151.05","180.45K","1.38%"
"09/03/2022","2,137.30","2,135.43","2,145.41","2,081.97","220.63K","0.22%"
"08/03/2022","2,132.56","2,156.90","2,174.56","2,132.56","250.51K","-2.12%"
"07/03/2022","2,178.76","2,164.70","2,186.82","2,154.70","266.66K","0.64%"
"04/03/2022","2,164.93","2,156.03","2,170.94","2,152.67","231.42K","0.98%"
"03/03/2022","2,143.88","2,116.54","2,143.88","2,108.60","223.77K","1.67%"
"02/03/2022","2,108.66","2,117.87","2,127.12","2,096.34","175.83K","-0.39%"
"01/03/2022","2,116.98","2,093.44","2,125.58","2,093.44","208.46K","1.14%"
"28/02/2022","2,093.13","2,081.57","2,093.38","2,067.94","165.70K","0.47%"
"25/02/2022","2,083.44","2,082.07","2,096.84","2,079.53","159.23K","1.09%"
"24/02/2022","2,061.00","2,091.21","2,108.76","2,006.28","279.47K","-1.51%"
"23/02/2022","2,092.55","2,081.06","2,098.37","2,079.85","166.29K","1.15%"
"22/02/2022","2,068.85","2,088.12","2,088.12","2,042.55","232.10K","-1.08%"
"21/02/2022","2,091.42","2,062.22","2,100.33","2,062.22","210.84K","1.91%"
"18/02/2022","2,052.26","2,009.18","2,052.26","2,006.68","167.88K","1.55%"
"17/02/2022","2,020.85","2,006.46","2,021.35","2,004.72","147.17K","0.81%"
"16/02/2022","2,004.58","1,982.31","2,004.58","1,980.91","165.30K","1.77%"
"15/02/2022","1,969.62","1,957.98","1,969.62","1,943.61","95.66K","0.52%"
"14/02/2022","1,959.41","1,942.45","1,977.37","1,937.89","145.58K","-0.55%"
"11/02/2022","1,970.30","1,960.54","1,970.96","1,958.00","123.29K","0.34%"
"10/02/2022","1,963.58","1,962.11","1,973.28","1,953.23","112.19K","0.57%"
"09/02/2022","1,952.46","1,912.34","1,953.40","1,912.24","144.96K","1.66%"
"08/02/2022","1,920.55","1,913.27","1,930.38","1,908.39","138.94K","0.67%"
"07/02/2022","1,907.70","1,886.78","1,910.19","1,884.34","93.07K","3.10%"
"28/01/2022","1,850.34","1,815.11","1,850.34","1,795.46","122.72K","1.71%"
"27/01/2022","1,819.16","1,826.73","1,834.98","1,810.48","100.22K","-1.41%"
"26/01/2022","1,845.18","1,879.93","1,894.77","1,841.86","137.08K","-1.63%"
"25/01/2022","1,875.66","1,829.49","1,875.66","1,829.49","137.82K","-0.03%"
"24/01/2022","1,876.26","1,958.80","1,959.24","1,870.13","144.99K","-4.55%"
"21/01/2022","1,965.77","1,966.30","1,981.69","1,954.68","195.75K","1.06%"
"20/01/2022","1,945.08","1,883.47","1,945.08","1,880.16","201.47K","2.54%"
"19/01/2022","1,896.92","1,885.88","1,897.06","1,862.97","118.05K","-0.86%"
"18/01/2022","1,913.42","1,945.86","1,956.02","1,901.53","122.46K","-4.09%"
"17/01/2022","1,995.00","2,101.43","2,103.30","1,993.92","166.18K","-4.79%"
"14/01/2022","2,095.39","2,084.95","2,118.51","2,048.54","189.28K","-0.85%"
